condition,source_line,iteration,observed_at,raw_rows,mv_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,legend_label,attribution_legend_label,data_path,warehouse,display_latency_sec,included_in_plot,exclusion_reason
raw_interactive,56,56,2026-08-11T20:28:57Z,30083988028,481460,1,Single-symbol summary,0.442,0.264,0.178,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.412,True,
raw_interactive,57,57,2026-08-11T20:38:57Z,30630575890,491435,1,Single-symbol summary,0.412,0.228,0.184,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.405,True,
raw_interactive,58,58,2026-08-11T20:48:57Z,31165284381,494356,1,Single-symbol summary,0.38,0.181,0.199,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.412,True,
raw_interactive,59,59,2026-08-11T20:58:57Z,31720586913,502317,1,Single-symbol summary,0.553,0.349,0.204,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.442,True,
raw_interactive,60,60,2026-08-11T21:08:57Z,32256432850,512514,1,Single-symbol summary,0.373,0.148,0.225,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.513,True,
raw_interactive,61,61,2026-08-11T21:18:57Z,32804567571,527794,1,Single-symbol summary,0.513,0.271,0.242,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.513,True,
raw_interactive,62,62,2026-08-11T21:28:57Z,33359668543,538072,1,Single-symbol summary,0.76,0.561,0.199,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.513,True,
raw_interactive,63,63,2026-08-11T21:38:57Z,33893505898,548548,1,Single-symbol summary,0.586,0.36,0.226,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.496,True,
raw_interactive,64,64,2026-08-11T21:48:57Z,34442826434,559115,1,Single-symbol summary,0.496,0.269,0.227,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.513,True,
raw_interactive,65,65,2026-08-11T21:58:57Z,34990195086,574478,1,Single-symbol summary,0.289,0.087,0.202,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.501,True,
raw_interactive,66,66,2026-08-11T22:08:57Z,35543561911,584951,1,Single-symbol summary,0.468,0.251,0.217,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.496,True,
raw_interactive,67,67,2026-08-11T22:18:57Z,36086551556,595352,1,Single-symbol summary,0.605,0.282,0.323,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.468,True,
raw_interactive,68,68,2026-08-11T22:28:57Z,36629144961,610534,1,Single-symbol summary,0.501,0.277,0.224,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.467,True,
raw_interactive,69,69,2026-08-11T22:38:57Z,37176739226,625922,1,Single-symbol summary,0.446,0.255,0.191,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.467,True,
raw_interactive,70,70,2026-08-11T22:48:57Z,37714068818,636036,1,Single-symbol summary,0.467,0.275,0.192,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.467,True,
raw_interactive,71,71,2026-08-11T22:58:57Z,38258658415,645397,1,Single-symbol summary,0.449,0.224,0.225,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.467,True,
raw_interactive,72,72,2026-08-11T23:08:57Z,38815458699,647027,1,Single-symbol summary,0.428,0.241,0.187,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.467,True,
raw_interactive,73,73,2026-08-11T23:18:57Z,39353814542,657293,1,Single-symbol summary,0.561,0.281,0.28,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.487,True,
raw_interactive,74,74,2026-08-11T23:28:57Z,39910561199,667594,1,Single-symbol summary,0.509,0.289,0.22,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.487,True,
raw_interactive,75,75,2026-08-11T23:38:57Z,40450795463,683174,1,Single-symbol summary,0.487,0.274,0.213,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.504,True,
raw_interactive,76,76,2026-08-11T23:48:57Z,41001235716,693776,1,Single-symbol summary,0.504,0.257,0.247,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.504,True,
raw_interactive,77,77,2026-08-11T23:58:57Z,41541364286,704017,1,Single-symbol summary,0.475,0.266,0.209,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.487,True,
raw_interactive,78,78,2026-08-12T00:08:57Z,42087321356,713298,1,Single-symbol summary,0.558,0.294,0.264,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.475,True,
raw_interactive,79,79,2026-08-12T00:18:57Z,42638946619,714939,1,Single-symbol summary,0.338,0.047,0.291,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.475,True,
raw_interactive,80,80,2026-08-12T00:28:57Z,43189555601,725251,1,Single-symbol summary,0.462,0.239,0.223,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.462,True,
raw_interactive,81,81,2026-08-12T00:38:57Z,43737335549,740685,1,Single-symbol summary,0.308,0.11,0.198,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.338,True,
raw_interactive,82,82,2026-08-12T00:48:57Z,44285385932,750762,1,Single-symbol summary,0.507,0.266,0.241,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.338,True,
raw_interactive,83,83,2026-08-12T00:58:57Z,44819116712,751509,1,Single-symbol summary,0.3,0.064,0.236,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.462,True,
raw_interactive,84,84,2026-08-12T01:08:57Z,45370941730,761877,1,Single-symbol summary,0.298,0.072,0.226,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.507,True,
raw_interactive,85,85,2026-08-12T01:18:57Z,45915210443,772204,1,Single-symbol summary,0.704,0.466,0.238,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.536,True,
raw_interactive,86,86,2026-08-12T01:28:57Z,46469268846,787826,1,Single-symbol summary,0.668,0.391,0.277,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.611,True,
raw_interactive,87,87,2026-08-12T01:38:57Z,47014619196,796688,1,Single-symbol summary,0.611,0.332,0.279,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.611,True,
raw_interactive,88,88,2026-08-12T01:48:57Z,47557887173,798764,1,Single-symbol summary,0.536,0.286,0.25,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.626,True,
raw_interactive,89,89,2026-08-12T01:58:57Z,48108937450,809157,1,Single-symbol summary,0.655,0.405,0.25,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.611,True,
raw_interactive,90,90,2026-08-12T02:08:57Z,48654354733,819224,1,Single-symbol summary,0.495,0.217,0.278,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.592,True,
raw_interactive,91,91,2026-08-12T02:18:57Z,49198792764,827602,1,Single-symbol summary,0.626,0.381,0.245,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.576,True,
raw_interactive,92,92,2026-08-12T02:28:57Z,49752959746,830036,1,Single-symbol summary,0.572,0.307,0.265,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.576,True,
raw_interactive,93,93,2026-08-12T02:38:57Z,50295558507,845478,1,Single-symbol summary,0.592,0.311,0.281,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.576,True,
raw_interactive,94,94,2026-08-12T02:48:57Z,50839423797,855634,1,Single-symbol summary,0.576,0.312,0.264,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.592,True,
raw_interactive,95,95,2026-08-12T02:58:57Z,51388846496,862465,1,Single-symbol summary,0.51,0.237,0.273,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.592,True,
raw_interactive,96,96,2026-08-12T03:08:57Z,51921113849,866535,1,Single-symbol summary,0.619,0.337,0.282,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.592,True,
raw_interactive,97,97,2026-08-12T03:18:57Z,52476957308,876756,1,Single-symbol summary,0.629,0.24,0.389,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.576,True,
raw_interactive,98,98,2026-08-12T03:28:57Z,53013859627,886536,1,Single-symbol summary,0.714,0.414,0.3,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.619,True,
raw_interactive,99,99,2026-08-12T03:38:57Z,53553602030,887550,1,Single-symbol summary,0.567,0.296,0.271,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.619,True,
raw_interactive,100,100,2026-08-12T03:48:57Z,54096739316,903149,1,Single-symbol summary,0.522,0.255,0.267,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.629,True,
raw_interactive,101,101,2026-08-12T03:58:57Z,54638958461,913400,1,Single-symbol summary,0.65,0.362,0.288,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.65,True,
raw_interactive,102,102,2026-08-12T04:08:57Z,55184688243,923559,1,Single-symbol summary,0.541,0.273,0.268,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.575,True,
raw_interactive,103,103,2026-08-12T04:18:57Z,55728939933,932475,1,Single-symbol summary,0.664,0.288,0.376,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.639,True,
raw_interactive,104,104,2026-08-12T04:28:57Z,56273535672,934487,1,Single-symbol summary,0.652,0.378,0.274,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.639,True,
raw_interactive,105,105,2026-08-12T04:38:57Z,56810381460,944879,1,Single-symbol summary,0.575,0.301,0.274,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.639,True,
raw_interactive,106,106,2026-08-12T04:48:57Z,57362361385,960211,1,Single-symbol summary,0.639,0.368,0.271,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.639,True,
raw_interactive,107,107,2026-08-12T04:58:57Z,57913493016,969932,1,Single-symbol summary,0.504,0.243,0.261,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.575,True,
raw_interactive,108,108,2026-08-12T05:08:57Z,58446958006,971239,1,Single-symbol summary,0.69,0.397,0.293,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.563,True,
raw_interactive,109,109,2026-08-12T05:18:57Z,58996538773,981564,1,Single-symbol summary,0.451,0.125,0.326,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.563,True,
raw_interactive,110,110,2026-08-12T05:28:57Z,59543392881,991989,1,Single-symbol summary,0.563,0.272,0.291,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.563,True,
raw_interactive,111,111,2026-08-12T05:38:57Z,60095495207,1007498,1,Single-symbol summary,0.544,0.271,0.273,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.567,True,
raw_interactive,112,112,2026-08-12T05:48:57Z,60639957737,1017387,1,Single-symbol summary,0.7,0.388,0.312,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.567,True,
raw_interactive,113,113,2026-08-12T05:58:57Z,61187361357,1021219,1,Single-symbol summary,0.656,0.335,0.321,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.579,True,
raw_interactive,114,114,2026-08-12T06:08:57Z,61731139656,1028891,1,Single-symbol summary,0.567,0.291,0.276,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.579,True,
raw_interactive,115,115,2026-08-12T06:18:57Z,62279567684,1039264,1,Single-symbol summary,0.623,0.321,0.302,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.579,True,
raw_interactive,116,116,2026-08-12T06:28:57Z,62825580983,1049565,1,Single-symbol summary,0.579,0.204,0.375,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.567,True,
raw_interactive,117,117,2026-08-12T06:38:57Z,63370928291,1064923,1,Single-symbol summary,0.55,0.117,0.433,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.567,True,
raw_interactive,118,118,2026-08-12T06:48:57Z,63914819184,1069441,1,Single-symbol summary,0.535,0.211,0.324,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.55,True,
raw_interactive,119,119,2026-08-12T06:58:57Z,64455955665,1075991,1,Single-symbol summary,0.417,0.114,0.303,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.55,True,
raw_interactive,120,120,2026-08-12T07:08:57Z,65003623242,1086220,1,Single-symbol summary,0.78,0.443,0.337,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.55,True,
raw_interactive,121,121,2026-08-12T07:18:57Z,65557201130,1095890,1,Single-symbol summary,0.458,0.161,0.297,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.635,True,
raw_interactive,122,122,2026-08-12T07:28:57Z,66099065156,1097045,1,Single-symbol summary,0.635,0.299,0.336,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.703,True,
raw_interactive,123,123,2026-08-12T07:38:57Z,66642452422,1107313,1,Single-symbol summary,0.749,0.416,0.333,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.703,True,
raw_interactive,124,124,2026-08-12T07:48:57Z,67182421438,1117205,1,Single-symbol summary,0.804,0.471,0.333,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,125,125,2026-08-12T07:58:57Z,67727916114,1123373,1,Single-symbol summary,0.703,0.353,0.35,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,126,126,2026-08-12T08:08:57Z,68267471024,1133660,1,Single-symbol summary,0.59,0.283,0.307,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,127,127,2026-08-12T08:18:57Z,68802200323,1143566,1,Single-symbol summary,0.665,0.063,0.602,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,128,128,2026-08-12T08:28:57Z,69346329844,1144411,1,Single-symbol summary,0.665,0.344,0.321,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,129,129,2026-08-12T08:38:57Z,69897183390,1154790,1,Single-symbol summary,0.578,0.241,0.337,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,130,130,2026-08-12T08:48:57Z,70428726736,1164890,1,Single-symbol summary,0.72,0.385,0.335,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.665,True,
raw_interactive,131,131,2026-08-12T08:58:57Z,70979357463,1171493,1,Single-symbol summary,0.579,0.251,0.328,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.72,True,
raw_interactive,132,132,2026-08-12T09:08:57Z,71519985704,1179597,1,Single-symbol summary,0.746,0.415,0.331,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.725,True,
raw_interactive,133,133,2026-08-12T09:18:57Z,72058735690,1189932,1,Single-symbol summary,0.981,0.376,0.605,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.746,True,
raw_interactive,134,134,2026-08-12T09:28:57Z,72596851158,1199118,1,Single-symbol summary,0.787,0.438,0.349,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.756,True,
raw_interactive,135,135,2026-08-12T09:38:57Z,73126410994,1200776,1,Single-symbol summary,0.725,0.405,0.32,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.759,True,
raw_interactive,136,136,2026-08-12T09:48:57Z,73663989869,1211036,1,Single-symbol summary,0.756,0.429,0.327,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.763,True,
raw_interactive,137,137,2026-08-12T09:58:57Z,74210734717,1220845,1,Single-symbol summary,0.759,0.396,0.363,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.759,True,
raw_interactive,138,138,2026-08-12T10:08:57Z,74754170511,1221903,1,Single-symbol summary,0.763,0.392,0.371,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.756,True,
raw_interactive,139,139,2026-08-12T10:18:57Z,75292467460,1235847,1,Single-symbol summary,0.97,0.415,0.555,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.759,True,
raw_interactive,140,140,2026-08-12T10:28:57Z,75839048271,1245621,1,Single-symbol summary,0.713,0.351,0.362,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.759,True,
raw_interactive,141,141,2026-08-12T10:38:57Z,76379287699,1246706,1,Single-symbol summary,0.648,0.314,0.334,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.763,True,
raw_interactive,142,142,2026-08-12T10:48:57Z,76921212731,1256996,1,Single-symbol summary,0.907,0.543,0.364,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.713,True,
raw_interactive,143,143,2026-08-12T10:58:57Z,77474274891,1267443,1,Single-symbol summary,0.646,0.292,0.354,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.696,True,
raw_interactive,144,144,2026-08-12T11:08:57Z,78020239558,1267894,1,Single-symbol summary,0.809,0.393,0.416,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.696,True,
raw_interactive,145,145,2026-08-12T11:18:57Z,78556038400,1278495,1,Single-symbol summary,0.696,0.34,0.356,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.696,True,
raw_interactive,146,146,2026-08-12T11:28:57Z,79095605628,1292138,1,Single-symbol summary,0.56,0.172,0.388,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.696,True,
raw_interactive,147,147,2026-08-12T11:38:57Z,79642025309,1297642,1,Single-symbol summary,0.703,0.359,0.344,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.703,True,
raw_interactive,148,148,2026-08-12T11:48:57Z,80174044570,1303653,1,Single-symbol summary,0.575,0.244,0.331,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.703,True,
raw_interactive,149,149,2026-08-12T11:58:57Z,80719696641,1314418,1,Single-symbol summary,0.777,0.435,0.342,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.771,True,
raw_interactive,150,150,2026-08-12T12:08:57Z,81262895664,1323750,1,Single-symbol summary,0.953,0.566,0.387,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.771,True,
raw_interactive,151,151,2026-08-12T12:18:57Z,81806775602,1325459,1,Single-symbol summary,0.803,0.451,0.352,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.771,True,
raw_interactive,152,152,2026-08-12T12:28:57Z,82353792598,1340017,1,Single-symbol summary,0.771,0.422,0.349,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.771,True,
raw_interactive,153,153,2026-08-12T12:38:57Z,82888706006,1350643,1,Single-symbol summary,0.754,0.4,0.354,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.761,True,
raw_interactive,154,154,2026-08-12T12:48:57Z,83443900439,1351085,1,Single-symbol summary,0.757,0.347,0.41,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.757,True,
raw_interactive,155,155,2026-08-12T12:58:57Z,83986715739,1361974,1,Single-symbol summary,0.761,0.401,0.36,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.754,True,
raw_interactive,156,156,2026-08-12T13:08:57Z,84528180207,1372860,1,Single-symbol summary,0.702,0.336,0.366,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.728,True,
raw_interactive,157,157,2026-08-12T13:18:57Z,85066604156,1381176,1,Single-symbol summary,1.142,0.43,0.712,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,,False,"above per-condition, per-query Tukey upper fence"
raw_interactive,158,158,2026-08-12T13:28:57Z,85620033283,1384233,1,Single-symbol summary,0.728,0.286,0.442,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.728,True,
raw_interactive,159,159,2026-08-12T13:38:57Z,86152994817,1399200,1,Single-symbol summary,0.659,0.236,0.423,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.728,True,
raw_interactive,160,160,2026-08-12T13:48:57Z,86704737177,1410144,1,Single-symbol summary,0.476,0.104,0.372,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.71,True,
raw_interactive,161,161,2026-08-12T13:58:57Z,87242847941,1420053,1,Single-symbol summary,0.791,0.412,0.379,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.728,True,
raw_interactive,162,162,2026-08-12T14:08:57Z,87786454820,1421624,1,Single-symbol summary,0.731,0.386,0.345,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.731,True,
raw_interactive,163,163,2026-08-12T14:18:57Z,88330971978,1432827,1,Single-symbol summary,0.71,0.145,0.565,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.731,True,
raw_interactive,164,164,2026-08-12T14:28:57Z,88873955947,1443612,1,Single-symbol summary,0.742,0.367,0.375,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.731,True,
raw_interactive,165,165,2026-08-12T14:38:57Z,89419840113,1446887,1,Single-symbol summary,0.764,0.406,0.358,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.731,True,
raw_interactive,166,166,2026-08-12T14:48:57Z,89959994694,1459190,1,Single-symbol summary,0.467,0.094,0.373,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.742,True,
raw_interactive,167,167,2026-08-12T14:58:57Z,90505068849,1470414,1,Single-symbol summary,0.487,0.115,0.372,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.751,True,
raw_interactive,168,168,2026-08-12T15:08:57Z,91061606220,1481318,1,Single-symbol summary,0.868,0.465,0.403,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.764,True,
raw_interactive,169,169,2026-08-12T15:18:57Z,91608517197,1487386,1,Single-symbol summary,0.901,0.492,0.409,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.838,True,
raw_interactive,170,170,2026-08-12T15:28:57Z,92153494394,1493121,1,Single-symbol summary,0.751,0.363,0.388,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.838,True,
raw_interactive,171,171,2026-08-12T15:38:57Z,92698030525,1504382,1,Single-symbol summary,0.838,0.422,0.416,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.838,True,
raw_interactive,172,172,2026-08-12T15:48:57Z,93242607069,1515480,1,Single-symbol summary,0.842,0.432,0.41,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.838,True,
raw_interactive,173,173,2026-08-12T15:58:57Z,93787407199,1525585,1,Single-symbol summary,0.717,0.338,0.379,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.751,True,
raw_interactive,174,174,2026-08-12T16:08:57Z,94330065240,1531656,1,Single-symbol summary,0.525,0.139,0.386,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.717,True,
raw_interactive,175,175,2026-08-12T16:18:57Z,94877773840,1543061,1,Single-symbol summary,1.122,0.555,0.567,Raw Interactive Table,Raw Interactive Table · Interactive + Gen2 fallback,Raw Interactive Table,Interactive Small,0.698,True,
