source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
19,19,2026-08-11T14:18:57Z,9966828956,2,Watchlist summary,0.503,0.09,0.413,5.551115123125783e-17,True,,0.163,0.40700000000000003
20,20,2026-08-11T14:28:57Z,10515573711,2,Watchlist summary,0.527,0.083,0.444,0.0,True,,0.164,0.489
21,21,2026-08-11T14:38:57Z,11061458462,2,Watchlist summary,0.74,0.194,0.546,0.0,True,,0.126,0.507
22,22,2026-08-11T14:48:57Z,11598082800,2,Watchlist summary,1.258,0.107,1.151,0.0,True,,0.126,0.543
23,23,2026-08-11T14:58:57Z,12155361632,2,Watchlist summary,0.669,0.191,0.478,5.551115123125783e-17,True,,0.126,0.543
24,24,2026-08-11T15:08:57Z,12686918328,2,Watchlist summary,0.633,0.126,0.507,0.0,True,,0.126,0.543
25,25,2026-08-11T15:18:57Z,13239818975,2,Watchlist summary,0.938,0.183,0.755,-1.1102230246251565e-16,True,,0.126,0.543
26,26,2026-08-11T15:28:57Z,13783825272,2,Watchlist summary,0.668,0.113,0.555,0.0,True,,0.126,0.542
27,27,2026-08-11T15:38:57Z,14320432691,2,Watchlist summary,0.607,0.055,0.552,-1.1102230246251565e-16,True,,0.126,0.542
28,28,2026-08-11T15:48:57Z,14865686419,2,Watchlist summary,0.802,0.228,0.574,1.1102230246251565e-16,True,,0.113,0.555
29,29,2026-08-11T15:58:57Z,15406449067,2,Watchlist summary,0.619,0.11,0.509,0.0,True,,0.11,0.535
30,30,2026-08-11T16:08:57Z,15953152260,2,Watchlist summary,0.737,0.147,0.59,0.0,True,,0.11,0.535
31,31,2026-08-11T16:18:57Z,16496810019,2,Watchlist summary,0.615,0.056,0.559,-1.1102230246251565e-16,True,,0.11,0.627
32,32,2026-08-11T16:28:57Z,17037168163,2,Watchlist summary,0.645,0.096,0.549,0.0,True,,0.11,0.627
33,33,2026-08-11T16:38:57Z,17587595862,2,Watchlist summary,0.744,0.127,0.617,0.0,True,,0.127,0.612
34,34,2026-08-11T16:48:57Z,18120902444,2,Watchlist summary,0.739,0.095,0.644,0.0,True,,0.127,0.617
35,35,2026-08-11T16:58:57Z,18664388826,2,Watchlist summary,0.829,0.133,0.696,0.0,True,,0.127,0.6869999999999999
36,36,2026-08-11T17:08:57Z,19216193045,2,Watchlist summary,0.814,0.143,0.671,-1.1102230246251565e-16,True,,0.133,0.681
37,37,2026-08-11T17:18:57Z,19745883933,2,Watchlist summary,0.932,0.198,0.734,0.0,True,,0.133,0.696
38,38,2026-08-11T17:28:57Z,20305329136,2,Watchlist summary,0.814,0.111,0.703,0.0,True,,0.133,0.7020000000000001
39,39,2026-08-11T17:38:57Z,20844684066,2,Watchlist summary,0.976,0.182,0.794,0.0,True,,0.143,0.723
40,40,2026-08-11T17:48:57Z,21391428069,2,Watchlist summary,0.835,0.04,0.795,-1.1102230246251565e-16,True,,0.111,0.821
41,41,2026-08-11T17:58:57Z,21938345201,2,Watchlist summary,0.866,0.111,0.755,0.0,True,,0.111,0.8340000000000001
42,42,2026-08-11T18:08:57Z,22480394175,2,Watchlist summary,0.956,0.151,0.805,-1.1102230246251565e-16,True,,0.111,0.8340000000000001
43,43,2026-08-11T18:18:57Z,23027036303,2,Watchlist summary,1.142,0.061,1.081,0.0,True,,0.111,0.8340000000000001
44,44,2026-08-11T18:28:57Z,23563684837,2,Watchlist summary,0.945,0.187,0.758,0.0,True,,0.146,0.81
45,45,2026-08-11T18:38:57Z,24108292723,2,Watchlist summary,0.908,0.066,0.842,1.1102230246251565e-16,True,,0.151,0.826
46,46,2026-08-11T18:48:57Z,24651647019,2,Watchlist summary,1.003,0.154,0.849,-1.1102230246251565e-16,True,,0.151,0.8519999999999999
47,47,2026-08-11T18:58:57Z,25200289313,2,Watchlist summary,0.977,0.146,0.831,0.0,True,,0.154,0.8489999999999999
48,48,2026-08-11T19:08:57Z,25747852434,2,Watchlist summary,1.005,0.155,0.85,-1.1102230246251565e-16,True,,0.154,0.8509999999999999
49,49,2026-08-11T19:18:57Z,26283076869,2,Watchlist summary,1.321,0.151,1.17,0.0,True,,0.155,0.861
50,50,2026-08-11T19:28:57Z,26820178083,2,Watchlist summary,1.07,0.204,0.866,1.1102230246251565e-16,True,,0.158,0.912
51,51,2026-08-11T19:38:57Z,27375417517,2,Watchlist summary,1.016,0.158,0.858,0.0,True,,0.158,0.912
52,52,2026-08-11T19:48:57Z,27918995748,2,Watchlist summary,1.099,0.189,0.91,-1.1102230246251565e-16,True,,0.158,0.93
53,53,2026-08-11T19:58:57Z,28455528243,2,Watchlist summary,1.147,0.238,0.909,0.0,True,,0.158,0.912
54,54,2026-08-11T20:08:57Z,28993570106,2,Watchlist summary,1.063,0.108,0.955,0.0,True,,0.133,0.9550000000000001
55,55,2026-08-11T20:18:57Z,29545700964,2,Watchlist summary,1.088,0.084,1.004,0.0,True,,0.123,0.976
56,56,2026-08-11T20:28:57Z,30083988028,2,Watchlist summary,1.058,0.056,1.002,0.0,True,,0.123,1.024
57,57,2026-08-11T20:38:57Z,30630575890,2,Watchlist summary,1.255,0.133,1.122,-2.220446049250313e-16,True,,0.123,1.034
58,58,2026-08-11T20:48:57Z,31165284381,2,Watchlist summary,1.157,0.123,1.034,0.0,True,,0.123,1.034
59,59,2026-08-11T20:58:57Z,31720586913,2,Watchlist summary,1.389,0.27,1.119,0.0,True,,0.133,1.122
60,60,2026-08-11T21:08:57Z,32256432850,2,Watchlist summary,1.26,0.263,0.997,0.0,True,,0.188,1.0670000000000002
61,61,2026-08-11T21:18:57Z,32804567571,2,Watchlist summary,1.084,0.062,1.022,0.0,True,,0.188,1.067
62,62,2026-08-11T21:28:57Z,33359668543,2,Watchlist summary,1.4,0.281,1.119,-2.220446049250313e-16,True,,0.188,1.067
63,63,2026-08-11T21:38:57Z,33893505898,2,Watchlist summary,1.255,0.188,1.067,0.0,True,,0.188,1.067
64,64,2026-08-11T21:48:57Z,34442826434,2,Watchlist summary,1.242,0.126,1.116,0.0,True,,0.126,1.116
65,65,2026-08-11T21:58:57Z,34990195086,2,Watchlist summary,1.134,0.036,1.098,-2.220446049250313e-16,True,,0.126,1.129
66,66,2026-08-11T22:08:57Z,35543561911,2,Watchlist summary,1.355,0.245,1.11,-2.220446049250313e-16,True,,0.126,1.129
67,67,2026-08-11T22:18:57Z,36086551556,2,Watchlist summary,1.235,0.066,1.169,0.0,True,,0.126,1.181
68,68,2026-08-11T22:28:57Z,36629144961,2,Watchlist summary,1.307,0.122,1.185,0.0,True,,0.195,1.16
69,69,2026-08-11T22:38:57Z,37176739226,2,Watchlist summary,1.439,0.209,1.23,0.0,True,,0.209,1.183
70,70,2026-08-11T22:48:57Z,37714068818,2,Watchlist summary,1.392,0.195,1.197,-2.220446049250313e-16,True,,0.195,1.244
71,71,2026-08-11T22:58:57Z,38258658415,2,Watchlist summary,1.505,0.226,1.279,0.0,True,,0.195,1.273
72,72,2026-08-11T23:08:57Z,38815458699,2,Watchlist summary,1.56,0.232,1.328,0.0,True,,0.195,1.273
73,73,2026-08-11T23:18:57Z,39353814542,2,Watchlist summary,1.468,0.186,1.282,0.0,True,,0.195,1.3099999999999998
74,74,2026-08-11T23:28:57Z,39910561199,2,Watchlist summary,1.526,0.137,1.389,0.0,True,,0.226,1.3
75,75,2026-08-11T23:38:57Z,40450795463,2,Watchlist summary,1.463,0.172,1.291,2.220446049250313e-16,True,,0.186,1.3570000000000002
76,76,2026-08-11T23:48:57Z,41001235716,2,Watchlist summary,1.606,0.227,1.379,0.0,True,,0.172,1.3710000000000002
77,77,2026-08-11T23:58:57Z,41541364286,2,Watchlist summary,1.605,0.228,1.377,0.0,True,,0.137,1.4060000000000001
78,78,2026-08-12T00:08:57Z,42087321356,2,Watchlist summary,1.543,0.104,1.439,-2.220446049250313e-16,True,,0.172,1.433
79,79,2026-08-12T00:18:57Z,42638946619,2,Watchlist summary,2.01,0.08,1.93,-2.220446049250313e-16,True,,0.104,1.501
80,80,2026-08-12T00:28:57Z,43189555601,2,Watchlist summary,1.502,0.098,1.404,0.0,True,,0.104,1.501
81,81,2026-08-12T00:38:57Z,43737335549,2,Watchlist summary,1.769,0.32,1.449,-2.220446049250313e-16,True,,0.104,1.6019999999999999
82,82,2026-08-12T00:48:57Z,44285385932,2,Watchlist summary,1.463,0.044,1.419,0.0,True,,0.234,1.53
83,83,2026-08-12T00:58:57Z,44819116712,2,Watchlist summary,1.706,0.234,1.472,0.0,True,,0.234,1.472
84,84,2026-08-12T01:08:57Z,45370941730,2,Watchlist summary,1.764,0.299,1.465,0.0,True,,0.234,1.472
85,85,2026-08-12T01:18:57Z,45915210443,2,Watchlist summary,1.85,0.358,1.492,0.0,True,,0.196,1.499
86,86,2026-08-12T01:28:57Z,46469268846,2,Watchlist summary,1.695,0.183,1.512,0.0,True,,0.234,1.472
87,87,2026-08-12T01:38:57Z,47014619196,2,Watchlist summary,1.691,0.196,1.495,0.0,True,,0.196,1.499
88,88,2026-08-12T01:48:57Z,47557887173,2,Watchlist summary,1.637,0.112,1.525,0.0,True,,0.196,1.499
89,89,2026-08-12T01:58:57Z,48108937450,2,Watchlist summary,1.732,0.245,1.487,0.0,True,,0.183,1.508
90,90,2026-08-12T02:08:57Z,48654354733,2,Watchlist summary,1.642,0.105,1.537,0.0,True,,0.196,1.495
91,91,2026-08-12T02:18:57Z,49198792764,2,Watchlist summary,1.773,0.227,1.546,-2.220446049250313e-16,True,,0.202,1.5300000000000002
92,92,2026-08-12T02:28:57Z,49752959746,2,Watchlist summary,1.649,0.105,1.544,0.0,True,,0.202,1.554
93,93,2026-08-12T02:38:57Z,50295558507,2,Watchlist summary,1.809,0.202,1.607,0.0,True,,0.174,1.5990000000000002
94,94,2026-08-12T02:48:57Z,50839423797,2,Watchlist summary,1.883,0.251,1.632,2.220446049250313e-16,True,,0.177,1.632
95,95,2026-08-12T02:58:57Z,51388846496,2,Watchlist summary,1.756,0.167,1.589,0.0,True,,0.177,1.648
96,96,2026-08-12T03:08:57Z,51921113849,2,Watchlist summary,2.048,0.174,1.874,0.0,True,,0.202,1.681
97,97,2026-08-12T03:18:57Z,52476957308,2,Watchlist summary,1.825,0.177,1.648,0.0,True,,0.178,1.772
98,98,2026-08-12T03:28:57Z,53013859627,2,Watchlist summary,1.95,0.216,1.734,0.0,True,,0.178,1.8040000000000003
99,99,2026-08-12T03:38:57Z,53553602030,2,Watchlist summary,1.982,0.243,1.739,-2.220446049250313e-16,True,,0.216,1.8110000000000002
100,100,2026-08-12T03:48:57Z,54096739316,2,Watchlist summary,2.079,0.178,1.901,2.220446049250313e-16,True,,0.243,1.7840000000000003
101,101,2026-08-12T03:58:57Z,54638958461,2,Watchlist summary,2.027,0.26,1.767,2.220446049250313e-16,True,,0.26,1.8190000000000002
102,102,2026-08-12T04:08:57Z,55184688243,2,Watchlist summary,2.162,0.374,1.788,-2.220446049250313e-16,True,,0.26,1.8190000000000002
103,103,2026-08-12T04:18:57Z,55728939933,2,Watchlist summary,2.593,0.411,2.182,0.0,True,,0.267,1.8600000000000003
104,104,2026-08-12T04:28:57Z,56273535672,2,Watchlist summary,2.127,0.267,1.86,-2.220446049250313e-16,True,,0.267,1.8600000000000003
105,105,2026-08-12T04:38:57Z,56810381460,2,Watchlist summary,1.959,0.12,1.839,0.0,True,,0.267,1.8600000000000003
106,106,2026-08-12T04:48:57Z,57362361385,2,Watchlist summary,2.274,0.296,1.978,0.0,True,,0.221,1.9060000000000001
107,107,2026-08-12T04:58:57Z,57913493016,2,Watchlist summary,2.03,0.126,1.904,0.0,True,,0.221,1.8929999999999998
108,108,2026-08-12T05:08:57Z,58446958006,2,Watchlist summary,2.078,0.221,1.857,-2.220446049250313e-16,True,,0.198,1.9090000000000003
109,109,2026-08-12T05:18:57Z,58996538773,2,Watchlist summary,3.097,0.09,3.007,0.0,True,,0.221,1.8929999999999998
110,110,2026-08-12T05:28:57Z,59543392881,2,Watchlist summary,2.114,0.252,1.862,-2.220446049250313e-16,True,,0.198,1.9090000000000003
111,111,2026-08-12T05:38:57Z,60095495207,2,Watchlist summary,2.107,0.198,1.909,2.220446049250313e-16,True,,0.198,1.9090000000000003
112,112,2026-08-12T05:48:57Z,60639957737,2,Watchlist summary,2.317,0.372,1.945,2.220446049250313e-16,True,,0.112,1.995
113,113,2026-08-12T05:58:57Z,61187361357,2,Watchlist summary,1.919,0.033,1.886,2.220446049250313e-16,True,,0.112,1.9769999999999999
114,114,2026-08-12T06:08:57Z,61731139656,2,Watchlist summary,2.089,0.112,1.977,-2.220446049250313e-16,True,,0.112,1.9769999999999999
115,115,2026-08-12T06:18:57Z,62279567684,2,Watchlist summary,2.06,0.109,1.951,0.0,True,,0.11,1.95
116,116,2026-08-12T06:28:57Z,62825580983,2,Watchlist summary,2.05,0.11,1.94,-2.220446049250313e-16,True,,0.11,1.95
117,117,2026-08-12T06:38:57Z,63370928291,2,Watchlist summary,2.114,0.117,1.997,-2.220446049250313e-16,True,,0.112,1.9769999999999999
118,118,2026-08-12T06:48:57Z,63914819184,2,Watchlist summary,2.0,0.042,1.958,0.0,True,,0.11,1.977
119,119,2026-08-12T06:58:57Z,64455955665,2,Watchlist summary,2.452,0.36,2.092,0.0,True,,0.117,1.9970000000000003
120,120,2026-08-12T07:08:57Z,65003623242,2,Watchlist summary,2.373,0.327,2.046,4.440892098500626e-16,True,,0.117,1.9970000000000003
121,121,2026-08-12T07:18:57Z,65557201130,2,Watchlist summary,2.087,0.08,2.007,0.0,True,,0.131,2.1739999999999995
122,122,2026-08-12T07:28:57Z,66099065156,2,Watchlist summary,2.438,0.249,2.189,0.0,True,,0.131,2.1739999999999995
123,123,2026-08-12T07:38:57Z,66642452422,2,Watchlist summary,2.065,0.042,2.023,0.0,True,,0.131,2.1739999999999995
124,124,2026-08-12T07:48:57Z,67182421438,2,Watchlist summary,2.305,0.131,2.174,4.440892098500626e-16,True,,0.131,2.1739999999999995
125,125,2026-08-12T07:58:57Z,67727916114,2,Watchlist summary,2.132,0.033,2.099,0.0,True,,0.246,2.103
126,126,2026-08-12T08:08:57Z,68267471024,2,Watchlist summary,2.349,0.246,2.103,0.0,True,,0.234,2.115
127,127,2026-08-12T08:18:57Z,68802200323,2,Watchlist summary,2.486,0.274,2.212,0.0,True,,0.234,2.163
128,128,2026-08-12T08:28:57Z,69346329844,2,Watchlist summary,2.533,0.338,2.195,0.0,True,,0.234,2.249
129,129,2026-08-12T08:38:57Z,69897183390,2,Watchlist summary,2.654,0.234,2.42,0.0,True,,0.246,2.24
130,130,2026-08-12T08:48:57Z,70428726736,2,Watchlist summary,2.397,0.198,2.199,0.0,True,,0.234,2.299
131,131,2026-08-12T08:58:57Z,70979357463,2,Watchlist summary,2.483,0.22,2.263,0.0,True,,0.22,2.3129999999999997
132,132,2026-08-12T09:08:57Z,71519985704,2,Watchlist summary,2.56,0.346,2.214,0.0,True,,0.219,2.341
133,133,2026-08-12T09:18:57Z,72058735690,2,Watchlist summary,3.118,0.208,2.91,-4.440892098500626e-16,True,,0.219,2.341
134,134,2026-08-12T09:28:57Z,72596851158,2,Watchlist summary,2.281,0.075,2.206,0.0,True,,0.219,2.341
135,135,2026-08-12T09:38:57Z,73126410994,2,Watchlist summary,2.637,0.219,2.418,0.0,True,,0.208,2.352
136,136,2026-08-12T09:48:57Z,73663989869,2,Watchlist summary,2.571,0.334,2.237,0.0,True,,0.125,2.282
137,137,2026-08-12T09:58:57Z,74210734717,2,Watchlist summary,2.324,0.096,2.228,-4.440892098500626e-16,True,,0.118,2.216
138,138,2026-08-12T10:08:57Z,74754170511,2,Watchlist summary,2.407,0.125,2.282,0.0,True,,0.118,2.216
139,139,2026-08-12T10:18:57Z,75292467460,2,Watchlist summary,2.314,0.118,2.196,0.0,True,,0.118,2.216
140,140,2026-08-12T10:28:57Z,75839048271,2,Watchlist summary,2.334,0.086,2.248,0.0,True,,0.099,2.235
141,141,2026-08-12T10:38:57Z,76379287699,2,Watchlist summary,2.322,0.099,2.223,0.0,True,,0.118,2.289
142,142,2026-08-12T10:48:57Z,76921212731,2,Watchlist summary,2.484,0.232,2.252,0.0,True,,0.118,2.366
143,143,2026-08-12T10:58:57Z,77474274891,2,Watchlist summary,2.526,0.094,2.432,0.0,True,,0.202,2.305
144,144,2026-08-12T11:08:57Z,78020239558,2,Watchlist summary,2.507,0.267,2.24,0.0,True,,0.202,2.305
145,145,2026-08-12T11:18:57Z,78556038400,2,Watchlist summary,2.7,0.202,2.498,0.0,True,,0.202,2.324
146,146,2026-08-12T11:28:57Z,79095605628,2,Watchlist summary,3.017,0.461,2.556,0.0,True,,0.15,2.388
147,147,2026-08-12T11:38:57Z,79642025309,2,Watchlist summary,2.493,0.123,2.37,0.0,True,,0.202,2.444
148,148,2026-08-12T11:48:57Z,80174044570,2,Watchlist summary,2.646,0.106,2.54,0.0,True,,0.202,2.498
149,149,2026-08-12T11:58:57Z,80719696641,2,Watchlist summary,2.538,0.15,2.388,0.0,True,,0.241,2.474
150,150,2026-08-12T12:08:57Z,81262895664,2,Watchlist summary,2.732,0.286,2.446,0.0,True,,0.241,2.474
151,151,2026-08-12T12:18:57Z,81806775602,2,Watchlist summary,2.715,0.241,2.474,-4.440892098500626e-16,True,,0.241,2.491
152,152,2026-08-12T12:28:57Z,82353792598,2,Watchlist summary,2.747,0.297,2.45,-4.440892098500626e-16,True,,0.241,2.491
153,153,2026-08-12T12:38:57Z,82888706006,2,Watchlist summary,2.895,0.436,2.459,0.0,True,,0.241,2.491
154,154,2026-08-12T12:48:57Z,83443900439,2,Watchlist summary,2.796,0.229,2.567,-4.440892098500626e-16,True,,0.229,2.5180000000000002
155,155,2026-08-12T12:58:57Z,83986715739,2,Watchlist summary,2.588,0.132,2.456,0.0,True,,0.14,2.607
156,156,2026-08-12T13:08:57Z,84528180207,2,Watchlist summary,2.658,0.14,2.518,0.0,True,,0.14,2.656
157,157,2026-08-12T13:18:57Z,85066604156,2,Watchlist summary,3.339,0.067,3.272,0.0,True,,0.132,2.526
158,158,2026-08-12T13:28:57Z,85620033283,2,Watchlist summary,2.628,0.036,2.592,0.0,True,,0.132,2.526
159,159,2026-08-12T13:38:57Z,86152994817,2,Watchlist summary,2.809,0.275,2.534,4.440892098500626e-16,True,,0.129,2.537
160,160,2026-08-12T13:48:57Z,86704737177,2,Watchlist summary,2.635,0.111,2.524,-4.440892098500626e-16,True,,0.117,2.596
161,161,2026-08-12T13:58:57Z,87242847941,2,Watchlist summary,2.713,0.196,2.517,0.0,True,,0.125,2.559
162,162,2026-08-12T14:08:57Z,87786454820,2,Watchlist summary,2.666,0.129,2.537,0.0,True,,0.125,2.559
163,163,2026-08-12T14:18:57Z,88330971978,2,Watchlist summary,3.454,0.117,3.337,0.0,True,,0.117,2.549
164,164,2026-08-12T14:28:57Z,88873955947,2,Watchlist summary,2.684,0.125,2.559,0.0,True,,0.117,2.549
165,165,2026-08-12T14:38:57Z,89419840113,2,Watchlist summary,2.613,0.04,2.573,0.0,True,,0.117,2.549
166,166,2026-08-12T14:48:57Z,89959994694,2,Watchlist summary,2.666,0.09,2.576,0.0,True,,0.117,2.567
167,167,2026-08-12T14:58:57Z,90505068849,2,Watchlist summary,2.642,0.113,2.529,0.0,True,,0.125,2.559
168,168,2026-08-12T15:08:57Z,91061606220,2,Watchlist summary,3.039,0.493,2.546,4.440892098500626e-16,True,,0.113,2.613
169,169,2026-08-12T15:18:57Z,91608517197,2,Watchlist summary,3.073,0.392,2.681,0.0,True,,0.146,2.627
170,170,2026-08-12T15:28:57Z,92153494394,2,Watchlist summary,2.847,0.281,2.566,0.0,True,,0.186,2.5869999999999997
171,171,2026-08-12T15:38:57Z,92698030525,2,Watchlist summary,2.726,0.038,2.688,0.0,True,,0.186,2.5869999999999997
172,172,2026-08-12T15:48:57Z,93242607069,2,Watchlist summary,2.773,0.146,2.627,4.440892098500626e-16,True,,0.161,2.6119999999999997
173,173,2026-08-12T15:58:57Z,93787407199,2,Watchlist summary,2.763,0.186,2.577,0.0,True,,0.146,2.627
174,174,2026-08-12T16:08:57Z,94330065240,2,Watchlist summary,2.768,0.161,2.607,-4.440892098500626e-16,True,,0.135,2.633
175,175,2026-08-12T16:18:57Z,94877773840,2,Watchlist summary,3.68,0.086,3.594,4.440892098500626e-16,True,,0.135,2.638
176,176,2026-08-12T16:28:57Z,95419508344,2,Watchlist summary,2.808,0.135,2.673,0.0,True,,0.114,2.6540000000000004
177,177,2026-08-12T16:38:57Z,95972724266,2,Watchlist summary,2.664,0.041,2.623,0.0,True,,0.086,2.6820000000000004
178,178,2026-08-12T16:48:57Z,96513946374,2,Watchlist summary,2.881,0.114,2.767,0.0,True,,0.062,2.701
179,179,2026-08-12T16:58:57Z,97064716964,2,Watchlist summary,2.763,0.062,2.701,0.0,True,,0.057,2.677
180,180,2026-08-12T17:08:57Z,97615350266,2,Watchlist summary,2.672,0.037,2.635,4.440892098500626e-16,True,,0.041,2.693
181,181,2026-08-12T17:18:57Z,98161784620,2,Watchlist summary,2.713,0.057,2.656,0.0,True,,0.057,2.706
182,182,2026-08-12T17:28:57Z,98700378757,2,Watchlist summary,2.734,0.037,2.697,0.0,True,,0.0485,2.6999999999999997
183,183,2026-08-12T17:38:57Z,99259158207,2,Watchlist summary,2.889,0.04,2.849,-4.440892098500626e-16,True,,0.04,2.694
184,184,2026-08-12T17:48:57Z,99801890611,2,Watchlist summary,2.969,0.253,2.716,-4.440892098500626e-16,True,,0.0485,2.763
2,2,2026-08-11T11:28:57Z,532996784,3,Top movers,1.14,0.307,0.833,0.0,True,,0.518,0.679
3,3,2026-08-11T11:38:57Z,1108625165,3,Top movers,0.996,0.437,0.559,-1.1102230246251565e-16,True,,0.599,0.655
4,4,2026-08-11T11:48:57Z,1658912507,3,Top movers,1.757,0.599,1.158,0.0,True,,0.6134999999999999,0.8920000000000001
5,5,2026-08-11T11:58:57Z,2217147353,3,Top movers,1.254,0.628,0.626,0.0,True,,0.628,1.129
6,6,2026-08-11T12:08:57Z,2786291244,3,Top movers,2.445,1.061,1.384,0.0,True,,1.061,1.0330000000000004
7,7,2026-08-11T12:18:57Z,3343738155,3,Top movers,2.094,1.07,1.024,-2.220446049250313e-16,True,,1.07,1.1739999999999997
8,8,2026-08-11T12:28:57Z,3899391577,3,Top movers,3.29,1.652,1.638,2.220446049250313e-16,True,,1.462,0.9829999999999999
9,9,2026-08-11T12:38:57Z,4448004794,3,Top movers,2.244,1.502,0.742,2.220446049250313e-16,True,,1.502,1.2579999999999998
10,10,2026-08-11T12:48:57Z,5002254267,3,Top movers,2.799,1.462,1.337,0.0,True,,1.652,1.147
11,11,2026-08-11T12:58:57Z,5553730140,3,Top movers,2.76,1.855,0.905,-2.220446049250313e-16,True,,1.675,1.527
12,12,2026-08-11T13:08:57Z,6107183801,3,Top movers,3.202,1.675,1.527,0.0,True,,1.855,1.1560000000000001
13,13,2026-08-11T13:18:57Z,6662885451,3,Top movers,3.782,2.891,0.891,0.0,True,,1.855,1.1560000000000001
14,14,2026-08-11T13:28:57Z,7220407062,3,Top movers,3.872,2.073,1.799,0.0,True,,1.855,1.1560000000000001
15,15,2026-08-11T13:38:57Z,7772453021,3,Top movers,3.011,2.589,0.422,1.6653345369377348e-16,True,,1.675,1.527
16,16,2026-08-11T13:48:57Z,8327660844,3,Top movers,2.298,0.267,2.031,0.0,True,,0.98,2.031
17,17,2026-08-11T13:58:57Z,8869790384,3,Top movers,1.527,0.77,0.757,-1.1102230246251565e-16,True,,0.98,2.031
18,18,2026-08-11T14:08:57Z,9416167217,3,Top movers,3.225,0.98,2.245,0.0,True,,0.98,2.031
19,19,2026-08-11T14:18:57Z,9966828956,3,Top movers,1.227,0.721,0.506,1.1102230246251565e-16,True,,0.931,2.294
20,20,2026-08-11T14:28:57Z,10515573711,3,Top movers,3.763,1.301,2.462,-4.440892098500626e-16,True,,0.98,2.245
21,21,2026-08-11T14:38:57Z,11061458462,3,Top movers,3.409,1.797,1.612,-2.220446049250313e-16,True,,1.149,2.26
22,22,2026-08-11T14:48:57Z,11598082800,3,Top movers,3.54,0.931,2.609,0.0,True,,1.301,2.1079999999999997
23,23,2026-08-11T14:58:57Z,12155361632,3,Top movers,2.047,1.149,0.898,1.1102230246251565e-16,True,,1.432,2.108
24,24,2026-08-11T15:08:57Z,12686918328,3,Top movers,16.662,12.636,3.918,0.10799999999999965,True,,1.432,1.9769999999999999
25,25,2026-08-11T15:18:57Z,13239818975,3,Top movers,1.939,1.432,0.507,1.1102230246251565e-16,True,,1.432,2.108
26,26,2026-08-11T15:28:57Z,13783825272,3,Top movers,9.409,4.102,5.307,0.0,True,,1.478,0.8459999999999999
27,27,2026-08-11T15:38:57Z,14320432691,3,Top movers,1.841,1.396,0.445,5.551115123125783e-17,True,,1.512,2.398
28,28,2026-08-11T15:48:57Z,14865686419,3,Top movers,3.91,1.512,2.398,0.0,True,,1.512,1.116
29,29,2026-08-11T15:58:57Z,15406449067,3,Top movers,2.324,1.478,0.846,-1.1102230246251565e-16,True,,1.815,2.095
30,30,2026-08-11T16:08:57Z,15953152260,3,Top movers,8.901,3.3,5.601,0.0,True,,1.815,1.7930000000000001
31,31,2026-08-11T16:18:57Z,16496810019,3,Top movers,2.628,1.815,0.813,2.220446049250313e-16,True,,3.142,0.7680000000000002
32,32,2026-08-11T16:28:57Z,17037168163,3,Top movers,9.77,4.482,5.288,-8.881784197001252e-16,True,,3.237,0.5390000000000001
33,33,2026-08-11T16:38:57Z,17587595862,3,Top movers,3.608,3.142,0.466,1.6653345369377348e-16,True,,3.3,5.1339999999999995
34,34,2026-08-11T16:48:57Z,18120902444,3,Top movers,8.434,4.539,3.895,-4.440892098500626e-16,True,,4.354,0.4870000000000001
35,35,2026-08-11T16:58:57Z,18664388826,3,Top movers,3.776,3.237,0.539,-3.3306690738754696e-16,True,,4.354,4.079999999999999
36,36,2026-08-11T17:08:57Z,19216193045,3,Top movers,11.583,8.377,3.206,-4.440892098500626e-16,True,,4.354,2.5509999999999993
37,37,2026-08-11T17:18:57Z,19745883933,3,Top movers,4.841,4.354,0.487,1.1102230246251565e-16,True,,4.539,3.8949999999999996
38,38,2026-08-11T17:28:57Z,20305329136,3,Top movers,9.264,3.38,5.884,-8.881784197001252e-16,True,,5.156,4.108
39,39,2026-08-11T17:38:57Z,20844684066,3,Top movers,6.963,5.156,1.749,0.058000000000000274,True,,5.156,4.108
40,40,2026-08-11T17:48:57Z,21391428069,3,Top movers,12.928,5.193,7.586,0.1490000000000009,True,,4.469,4.242
41,41,2026-08-11T17:58:57Z,21938345201,3,Top movers,9.993,9.157,0.836,3.3306690738754696e-16,True,,4.877,4.387
42,42,2026-08-11T18:08:57Z,22480394175,3,Top movers,8.711,4.469,4.242,0.0,True,,5.156,4.685000000000001
43,43,2026-08-11T18:18:57Z,23027036303,3,Top movers,4.545,4.077,0.468,-5.551115123125783e-17,True,,5.193,4.800000000000001
44,44,2026-08-11T18:28:57Z,23563684837,3,Top movers,10.453,4.877,5.576,0.0,True,,4.906,4.935000000000001
45,45,2026-08-11T18:38:57Z,24108292723,3,Top movers,9.841,9.397,0.444,-9.43689570931383e-16,True,,4.906,4.935000000000001
46,46,2026-08-11T18:48:57Z,24651647019,3,Top movers,13.918,9.832,4.086,-1.7763568394002505e-15,True,,9.397,1.0559999999999992
47,47,2026-08-11T18:58:57Z,25200289313,3,Top movers,6.682,4.906,1.776,6.661338147750939e-16,True,,9.816,1.2680000000000007
48,48,2026-08-11T19:08:57Z,25747852434,3,Top movers,15.701,11.385,4.316,8.881784197001252e-16,True,,9.832,1.7309999999999999
