source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
11,11,2026-08-11T12:58:57Z,5553730140,2,Watchlist summary,1.87,1.778,0.092,8.326672684688674e-17,True,,1.787,0.08300000000000018
12,12,2026-08-11T13:08:57Z,6107183801,2,Watchlist summary,2.167,1.965,0.202,-2.7755575615628914e-16,True,,1.965,0.20200000000000018
13,13,2026-08-11T13:18:57Z,6662885451,2,Watchlist summary,2.487,2.404,0.083,1.8041124150158794e-16,True,,1.965,0.20200000000000018
14,14,2026-08-11T13:28:57Z,7220407062,2,Watchlist summary,2.172,2.072,0.1,8.326672684688674e-17,True,,1.965,0.20200000000000018
15,15,2026-08-11T13:38:57Z,7772453021,2,Watchlist summary,2.99,2.78,0.21,4.163336342344337e-16,True,,1.965,0.20200000000000018
16,16,2026-08-11T13:48:57Z,8327660844,2,Watchlist summary,0.532,0.34,0.192,0.0,True,,0.885,0.08599999999999997
17,17,2026-08-11T13:58:57Z,8869790384,2,Watchlist summary,0.515,0.441,0.074,1.3877787807814457e-17,True,,0.88,0.09099999999999997
18,18,2026-08-11T14:08:57Z,9416167217,2,Watchlist summary,0.887,0.737,0.15,2.7755575615628914e-17,True,,0.88,0.09099999999999997
19,19,2026-08-11T14:18:57Z,9966828956,2,Watchlist summary,0.971,0.885,0.086,-2.7755575615628914e-17,True,,0.88,0.09099999999999997
20,20,2026-08-11T14:28:57Z,10515573711,2,Watchlist summary,1.029,0.88,0.149,-8.326672684688674e-17,True,,0.885,0.1439999999999999
21,21,2026-08-11T14:38:57Z,11061458462,2,Watchlist summary,1.585,1.412,0.173,5.551115123125783e-17,True,,0.962,0.1160000000000001
22,22,2026-08-11T14:48:57Z,11598082800,2,Watchlist summary,1.135,0.962,0.173,5.551115123125783e-17,True,,0.986,0.14900000000000002
23,23,2026-08-11T14:58:57Z,12155361632,2,Watchlist summary,1.078,0.986,0.092,8.326672684688674e-17,True,,1.412,0.08600000000000008
24,24,2026-08-11T15:08:57Z,12701532891,2,Watchlist summary,1.754,1.587,0.167,2.7755575615628914e-17,True,,1.413,0.10000000000000009
25,25,2026-08-11T15:18:57Z,13239818975,2,Watchlist summary,1.498,1.415,0.083,-4.163336342344337e-17,True,,1.415,0.09800000000000009
26,26,2026-08-11T15:28:57Z,13783825272,2,Watchlist summary,1.513,1.413,0.1,-1.3877787807814457e-16,True,,1.587,0.15799999999999992
27,27,2026-08-11T15:38:57Z,14320432691,2,Watchlist summary,1.745,1.656,0.089,1.942890293094024e-16,True,,1.656,0.09800000000000009
28,28,2026-08-11T15:48:57Z,14865686419,2,Watchlist summary,2.069,1.96,0.109,-1.3877787807814457e-17,True,,1.86,0.14300000000000002
29,29,2026-08-11T15:58:57Z,15406449067,2,Watchlist summary,2.479,2.379,0.1,8.326672684688674e-17,True,,1.934,0.135
30,30,2026-08-11T16:08:57Z,15953152260,2,Watchlist summary,2.003,1.86,0.143,2.7755575615628914e-17,True,,1.96,0.22199999999999998
31,31,2026-08-11T16:18:57Z,16496810019,2,Watchlist summary,2.182,1.934,0.248,0.0,True,,2.121,0.242
32,32,2026-08-11T16:28:57Z,17037168163,2,Watchlist summary,2.363,2.121,0.242,0.0,True,,2.379,0.10000000000000009
33,33,2026-08-11T16:38:57Z,17587595862,2,Watchlist summary,3.853,3.629,0.224,1.942890293094024e-16,True,,3.29,0.2509999999999999
34,34,2026-08-11T16:48:57Z,18120902444,2,Watchlist summary,3.541,3.29,0.251,-1.1102230246251565e-16,True,,3.448,0.20299999999999985
35,35,2026-08-11T16:58:57Z,18664388826,2,Watchlist summary,3.708,3.473,0.235,3.3306690738754696e-16,True,,3.473,0.20800000000000018
36,36,2026-08-11T17:08:57Z,19216193045,2,Watchlist summary,3.651,3.448,0.203,-1.6653345369377348e-16,True,,3.575,0.13299999999999956
37,37,2026-08-11T17:18:57Z,19745883933,2,Watchlist summary,3.681,3.575,0.106,-1.249000902703301e-16,True,,3.575,0.13299999999999956
38,38,2026-08-11T17:28:57Z,20305329136,2,Watchlist summary,4.127,3.977,0.15,-8.326672684688674e-17,True,,3.922,0.1339999999999999
39,39,2026-08-11T17:38:57Z,20844684066,2,Watchlist summary,4.056,3.922,0.134,-1.1102230246251565e-16,True,,3.977,0.1499999999999999
40,40,2026-08-11T17:48:57Z,21391428069,2,Watchlist summary,4.471,4.189,0.282,5.551115123125783e-17,True,,4.145,0.1639999999999997
41,41,2026-08-11T17:58:57Z,21938345201,2,Watchlist summary,4.309,4.145,0.164,5.828670879282072e-16,True,,4.189,0.28200000000000003
42,42,2026-08-11T18:08:57Z,22480394175,2,Watchlist summary,4.955,4.734,0.221,8.326672684688674e-17,True,,4.561,0.1689999999999996
43,43,2026-08-11T18:18:57Z,23027036303,2,Watchlist summary,4.73,4.561,0.169,4.718447854656915e-16,True,,4.676,0.16600000000000037
44,44,2026-08-11T18:28:57Z,23563684837,2,Watchlist summary,4.842,4.676,0.166,-5.273559366969494e-16,True,,4.734,0.22100000000000009
45,45,2026-08-11T18:38:57Z,24108292723,2,Watchlist summary,4.971,4.756,0.215,-1.3877787807814457e-16,True,,4.756,0.21499999999999986
46,46,2026-08-11T18:48:57Z,24651647019,2,Watchlist summary,10.389,9.734,0.655,-6.661338147750939e-16,True,,9.734,0.6549999999999994
47,47,2026-08-11T18:58:57Z,25200289313,2,Watchlist summary,10.564,10.038,0.526,-2.220446049250313e-16,True,,9.734,0.6549999999999994
48,48,2026-08-11T19:08:57Z,25747852434,2,Watchlist summary,11.034,10.627,0.407,5.551115123125783e-17,True,,10.038,0.5259999999999998
49,49,2026-08-11T19:18:57Z,26283076869,2,Watchlist summary,11.096,10.556,0.54,8.881784197001252e-16,True,,10.371,0.5489999999999995
50,50,2026-08-11T19:28:57Z,26820178083,2,Watchlist summary,5.82,5.267,0.553,-1.1102230246251565e-16,True,,10.556,0.47800000000000153
51,51,2026-08-11T19:38:57Z,27375417517,2,Watchlist summary,10.92,10.371,0.549,-5.551115123125783e-16,True,,10.627,0.4689999999999994
52,52,2026-08-11T19:48:57Z,27918995748,2,Watchlist summary,11.144,10.642,0.502,6.661338147750939e-16,True,,10.642,0.46799999999999997
53,53,2026-08-11T19:58:57Z,28455528243,2,Watchlist summary,11.11,10.651,0.459,-3.885780586188048e-16,True,,10.651,0.4930000000000003
54,54,2026-08-11T20:08:57Z,28993570106,2,Watchlist summary,12.957,12.588,0.369,1.5543122344752192e-15,True,,10.693,0.48300000000000054
55,55,2026-08-11T20:18:57Z,29545700964,2,Watchlist summary,12.163,11.725,0.438,6.106226635438361e-16,True,,11.299,0.5689999999999991
56,56,2026-08-11T20:28:57Z,30083988028,2,Watchlist summary,11.868,11.299,0.569,8.881784197001252e-16,True,,11.475,0.43900000000000006
57,57,2026-08-11T20:38:57Z,30630575890,2,Watchlist summary,11.176,10.693,0.483,5.551115123125783e-16,True,,11.725,0.4380000000000006
58,58,2026-08-11T20:48:57Z,31165284381,2,Watchlist summary,11.914,11.475,0.439,5.551115123125783e-17,True,,11.725,0.4380000000000006
59,59,2026-08-11T20:58:57Z,31720586913,2,Watchlist summary,12.476,11.92,0.556,8.881784197001252e-16,True,,11.773,0.6430000000000007
60,60,2026-08-11T21:08:57Z,32256432850,2,Watchlist summary,12.894,11.773,1.121,4.440892098500626e-16,True,,11.92,0.5559999999999992
61,61,2026-08-11T21:18:57Z,32804567571,2,Watchlist summary,12.416,11.964,0.452,-5.551115123125783e-17,True,,11.964,0.9299999999999997
62,62,2026-08-11T21:28:57Z,33359668543,2,Watchlist summary,13.193,12.606,0.587,-2.220446049250313e-16,True,,11.964,0.9299999999999997
63,63,2026-08-11T21:38:57Z,33893505898,2,Watchlist summary,13.229,12.752,0.477,-1.4432899320127035e-15,True,,12.531,0.47600000000000087
64,64,2026-08-11T21:48:57Z,34442826434,2,Watchlist summary,14.364,13.894,0.47,6.661338147750939e-16,True,,12.606,0.5869999999999997
65,65,2026-08-11T21:58:57Z,34990195086,2,Watchlist summary,12.154,11.589,0.565,-4.440892098500626e-16,True,,12.606,0.5869999999999997
66,66,2026-08-11T22:08:57Z,35543561911,2,Watchlist summary,13.007,12.531,0.476,-8.881784197001252e-16,True,,12.752,0.4770000000000003
67,67,2026-08-11T22:18:57Z,36086551556,2,Watchlist summary,13.948,13.404,0.544,4.440892098500626e-16,True,,13.184,0.5570000000000004
68,68,2026-08-11T22:28:57Z,36629144961,2,Watchlist summary,12.777,12.239,0.538,-1.5543122344752192e-15,True,,12.638,0.36900000000000155
69,69,2026-08-11T22:38:57Z,37176739226,2,Watchlist summary,14.874,14.396,0.478,-2.220446049250313e-16,True,,13.104,0.5519999999999996
70,70,2026-08-11T22:48:57Z,37714068818,2,Watchlist summary,13.741,13.184,0.557,3.3306690738754696e-16,True,,13.153,0.5879999999999992
71,71,2026-08-11T22:58:57Z,38258658415,2,Watchlist summary,12.889,12.638,0.251,-5.551115123125783e-16,True,,13.153,0.5879999999999992
72,72,2026-08-11T23:08:57Z,38815458699,2,Watchlist summary,13.656,13.104,0.552,1.3322676295501878e-15,True,,13.153,0.5879999999999992
73,73,2026-08-11T23:18:57Z,39353814542,2,Watchlist summary,13.771,13.153,0.618,3.3306690738754696e-16,True,,13.153,0.5879999999999992
74,74,2026-08-11T23:28:57Z,39910561199,2,Watchlist summary,14.654,14.207,0.447,-8.326672684688674e-16,True,,13.153,0.6180000000000003
75,75,2026-08-11T23:38:57Z,40450795463,2,Watchlist summary,13.617,13.057,0.56,4.440892098500626e-16,True,,13.153,0.6180000000000003
76,76,2026-08-11T23:48:57Z,41001235716,2,Watchlist summary,14.276,13.669,0.607,-6.661338147750939e-16,True,,13.153,0.6180000000000003
77,77,2026-08-11T23:58:57Z,41541364286,2,Watchlist summary,14.673,14.144,0.529,-1.1102230246251565e-16,True,,13.057,0.5600000000000005
78,78,2026-08-12T00:08:57Z,42087321356,2,Watchlist summary,12.211,11.589,0.622,-1.1102230246251565e-16,True,,12.543,0.6460000000000008
79,79,2026-08-12T00:18:57Z,42638946619,2,Watchlist summary,12.635,12.084,0.551,1.1102230246251565e-16,True,,12.196,0.6150000000000002
80,80,2026-08-12T00:28:57Z,43189555601,2,Watchlist summary,13.189,12.543,0.646,7.771561172376096e-16,True,,12.084,0.5510000000000002
81,81,2026-08-12T00:38:57Z,43737335549,2,Watchlist summary,12.409,11.893,0.516,0.0,True,,12.084,0.5510000000000002
82,82,2026-08-12T00:48:57Z,44285385932,2,Watchlist summary,12.811,12.196,0.615,2.220446049250313e-16,True,,12.196,0.6150000000000002
83,83,2026-08-12T00:58:57Z,44819116712,2,Watchlist summary,12.293,11.796,0.497,-1.1102230246251565e-16,True,,12.543,0.6460000000000008
84,84,2026-08-12T01:08:57Z,45370941730,2,Watchlist summary,13.477,12.814,0.663,2.220446049250313e-16,True,,12.814,0.6630000000000003
85,85,2026-08-12T01:18:57Z,45915210443,2,Watchlist summary,13.698,13.028,0.67,-1.1102230246251565e-16,True,,12.814,0.6630000000000003
86,86,2026-08-12T01:28:57Z,46469268846,2,Watchlist summary,15.772,15.234,0.538,2.220446049250313e-16,True,,12.814,0.6630000000000003
87,87,2026-08-12T01:38:57Z,47014619196,2,Watchlist summary,13.551,12.995,0.556,8.881784197001252e-16,True,,12.814,0.6630000000000003
88,88,2026-08-12T01:48:57Z,47557887173,2,Watchlist summary,0.595,0.457,0.138,-5.551115123125783e-17,True,,0.996,0.2549999999999999
89,89,2026-08-12T01:58:57Z,48108937450,2,Watchlist summary,0.503,0.44,0.063,0.0,True,,0.996,0.2549999999999999
90,90,2026-08-12T02:08:57Z,48654354733,2,Watchlist summary,1.081,0.996,0.085,-4.163336342344337e-17,True,,0.96,0.121
91,91,2026-08-12T02:18:57Z,49198792764,2,Watchlist summary,1.251,0.96,0.291,-5.551115123125783e-17,True,,0.541,0.238
92,92,2026-08-12T02:28:57Z,49752959746,2,Watchlist summary,1.388,1.27,0.118,-1.1102230246251565e-16,True,,0.647,0.132
93,93,2026-08-12T02:38:57Z,50295558507,2,Watchlist summary,0.521,0.253,0.268,0.0,True,,0.855,0.22599999999999998
94,94,2026-08-12T02:48:57Z,50839423797,2,Watchlist summary,0.779,0.541,0.238,0.0,True,,0.827,0.17999999999999994
95,95,2026-08-12T02:58:57Z,51388846496,2,Watchlist summary,0.732,0.647,0.085,-4.163336342344337e-17,True,,0.827,0.14400000000000002
96,96,2026-08-12T03:08:57Z,51921113849,2,Watchlist summary,1.144,0.855,0.289,-5.551115123125783e-17,True,,0.827,0.14400000000000002
97,97,2026-08-12T03:18:57Z,52476957308,2,Watchlist summary,1.007,0.827,0.18,-5.551115123125783e-17,True,,0.855,0.1519999999999999
98,98,2026-08-12T03:28:57Z,53013859627,2,Watchlist summary,0.971,0.856,0.115,-1.3877787807814457e-17,True,,0.856,0.2879999999999999
99,99,2026-08-12T03:38:57Z,53553602030,2,Watchlist summary,1.252,1.155,0.097,-2.7755575615628914e-17,True,,1.155,0.09699999999999998
100,100,2026-08-12T03:48:57Z,54096739316,2,Watchlist summary,1.555,1.402,0.153,2.7755575615628914e-17,True,,1.402,0.15300000000000002
101,101,2026-08-12T03:58:57Z,54638958461,2,Watchlist summary,2.051,1.858,0.193,5.551115123125783e-17,True,,1.507,0.14700000000000002
102,102,2026-08-12T04:08:57Z,55184688243,2,Watchlist summary,1.654,1.507,0.147,2.7755575615628914e-17,True,,1.858,0.19300000000000006
103,103,2026-08-12T04:18:57Z,55728939933,2,Watchlist summary,2.213,2.081,0.132,1.1102230246251565e-16,True,,2.081,0.13200000000000012
104,104,2026-08-12T04:28:57Z,56273535672,2,Watchlist summary,2.621,2.464,0.157,2.7755575615628914e-17,True,,2.169,0.11500000000000021
105,105,2026-08-12T04:38:57Z,56810381460,2,Watchlist summary,2.544,2.439,0.105,-1.3877787807814457e-17,True,,2.25,0.20199999999999996
106,106,2026-08-12T04:48:57Z,57362361385,2,Watchlist summary,2.284,2.169,0.115,-2.3592239273284576e-16,True,,2.439,0.10499999999999998
107,107,2026-08-12T04:58:57Z,57913493016,2,Watchlist summary,2.452,2.25,0.202,-5.551115123125783e-17,True,,2.464,0.15700000000000003
108,108,2026-08-12T05:08:57Z,58446958006,2,Watchlist summary,3.514,3.216,0.298,-3.885780586188048e-16,True,,2.439,0.20799999999999974
109,109,2026-08-12T05:18:57Z,58996538773,2,Watchlist summary,3.062,2.896,0.166,-8.326672684688674e-17,True,,2.896,0.1499999999999999
110,110,2026-08-12T05:28:57Z,59543392881,2,Watchlist summary,3.046,2.904,0.142,-8.326672684688674e-17,True,,2.904,0.15799999999999992
111,111,2026-08-12T05:38:57Z,60095495207,2,Watchlist summary,2.647,2.356,0.291,-5.551115123125783e-17,True,,3.216,0.262
112,112,2026-08-12T05:48:57Z,60639957737,2,Watchlist summary,3.862,3.368,0.494,2.220446049250313e-16,True,,3.317,0.16100000000000003
113,113,2026-08-12T05:58:57Z,61187361357,2,Watchlist summary,3.478,3.317,0.161,2.7755575615628914e-17,True,,3.368,0.42500000000000027
114,114,2026-08-12T06:08:57Z,61731139656,2,Watchlist summary,3.793,3.588,0.205,8.326672684688674e-17,True,,3.588,0.274
115,115,2026-08-12T06:18:57Z,62279567684,2,Watchlist summary,4.696,4.435,0.261,1.1102230246251565e-16,True,,3.826,0.16500000000000004
116,116,2026-08-12T06:28:57Z,62825580983,2,Watchlist summary,3.991,3.826,0.165,2.7755575615628914e-17,True,,3.866,0.21700000000000008
117,117,2026-08-12T06:38:57Z,63370928291,2,Watchlist summary,4.086,3.871,0.215,3.0531133177191805e-16,True,,3.871,0.2150000000000003
118,118,2026-08-12T06:48:57Z,63914819184,2,Watchlist summary,4.083,3.866,0.217,8.326672684688674e-17,True,,4.132,0.16300000000000026
119,119,2026-08-12T06:58:57Z,64455955665,2,Watchlist summary,4.295,4.132,0.163,2.498001805406602e-16,True,,4.132,0.16300000000000026
120,120,2026-08-12T07:08:57Z,65003623242,2,Watchlist summary,4.884,4.647,0.237,1.1102230246251565e-16,True,,4.643,0.24100000000000055
121,121,2026-08-12T07:18:57Z,65557201130,2,Watchlist summary,9.846,9.394,0.452,-5.551115123125783e-17,True,,4.647,0.2569999999999997
122,122,2026-08-12T07:28:57Z,66099065156,2,Watchlist summary,4.904,4.643,0.261,1.1102230246251565e-16,True,,4.963,0.5739999999999998
123,123,2026-08-12T07:38:57Z,66642452422,2,Watchlist summary,5.537,4.963,0.574,-1.1102230246251565e-16,True,,4.963,0.6479999999999997
124,124,2026-08-12T07:48:57Z,67182421438,2,Watchlist summary,5.611,4.989,0.622,-1.1102230246251565e-16,True,,4.989,0.6720000000000006
125,125,2026-08-12T07:58:57Z,67727916114,2,Watchlist summary,5.782,5.335,0.447,5.551115123125783e-17,True,,4.989,0.6720000000000006
126,126,2026-08-12T08:08:57Z,68267471024,2,Watchlist summary,5.661,4.823,0.838,-7.771561172376096e-16,True,,5.335,0.44700000000000006
127,127,2026-08-12T08:18:57Z,68802200323,2,Watchlist summary,12.475,12.042,0.433,-1.6653345369377348e-16,True,,5.335,0.44700000000000006
128,128,2026-08-12T08:28:57Z,69346329844,2,Watchlist summary,11.428,10.965,0.463,9.43689570931383e-16,True,,5.335,0.44700000000000006
129,129,2026-08-12T08:38:57Z,69897183390,2,Watchlist summary,11.142,10.611,0.531,-1.2212453270876722e-15,True,,4.823,0.8380000000000001
130,130,2026-08-12T08:48:57Z,70428726736,2,Watchlist summary,0.52,0.374,0.146,2.7755575615628914e-17,True,,0.685,0.06000000000000005
131,131,2026-08-12T08:58:57Z,70979357463,2,Watchlist summary,0.725,0.379,0.346,0.0,True,,0.613,0.11199999999999999
132,132,2026-08-12T09:08:57Z,71519985704,2,Watchlist summary,0.745,0.685,0.06,-5.551115123125783e-17,True,,0.613,0.11199999999999999
133,133,2026-08-12T09:18:57Z,72058735690,2,Watchlist summary,0.694,0.613,0.081,-4.163336342344337e-17,True,,0.613,0.11199999999999999
134,134,2026-08-12T09:28:57Z,72596851158,2,Watchlist summary,0.665,0.578,0.087,8.326672684688674e-17,True,,0.685,0.06000000000000005
135,135,2026-08-12T09:38:57Z,73126410994,2,Watchlist summary,1.287,1.094,0.193,-1.6653345369377348e-16,True,,0.901,0.09199999999999997
136,136,2026-08-12T09:48:57Z,73663989869,2,Watchlist summary,0.993,0.901,0.092,-2.7755575615628914e-17,True,,1.094,0.19300000000000006
137,137,2026-08-12T09:58:57Z,74210734717,2,Watchlist summary,1.322,1.219,0.103,-1.3877787807814457e-17,True,,1.106,0.21599999999999997
138,138,2026-08-12T10:08:57Z,74754170511,2,Watchlist summary,1.326,1.12,0.206,-2.7755575615628914e-17,True,,1.12,0.20599999999999996
139,139,2026-08-12T10:18:57Z,75292467460,2,Watchlist summary,1.401,1.106,0.295,-5.551115123125783e-17,True,,1.219,0.18199999999999994
140,140,2026-08-12T10:28:57Z,75839048271,2,Watchlist summary,2.339,2.233,0.106,-1.249000902703301e-16,True,,1.654,0.09299999999999997
141,141,2026-08-12T10:38:57Z,76379287699,2,Watchlist summary,2.066,1.927,0.139,-2.220446049250313e-16,True,,1.803,0.15900000000000003
142,142,2026-08-12T10:48:57Z,76921212731,2,Watchlist summary,1.747,1.654,0.093,1.942890293094024e-16,True,,1.803,0.2629999999999999
143,143,2026-08-12T10:58:57Z,77474274891,2,Watchlist summary,2.676,2.178,0.498,2.220446049250313e-16,True,,1.927,0.2849999999999997
144,144,2026-08-12T11:08:57Z,78020239558,2,Watchlist summary,1.962,1.803,0.159,2.7755575615628914e-17,True,,1.878,0.2340000000000002
145,145,2026-08-12T11:18:57Z,78556038400,2,Watchlist summary,2.212,1.785,0.427,2.7755575615628914e-16,True,,1.878,0.28800000000000003
146,146,2026-08-12T11:28:57Z,79095605628,2,Watchlist summary,2.533,2.349,0.184,-2.7755575615628914e-16,True,,1.958,0.2539999999999998
147,147,2026-08-12T11:38:57Z,79642025309,2,Watchlist summary,2.112,1.878,0.234,1.942890293094024e-16,True,,1.958,0.2539999999999998
148,148,2026-08-12T11:48:57Z,80174044570,2,Watchlist summary,2.166,1.958,0.208,-2.7755575615628914e-17,True,,2.074,0.39700000000000024
149,149,2026-08-12T11:58:57Z,80719696641,2,Watchlist summary,2.471,2.074,0.397,2.220446049250313e-16,True,,2.349,0.18400000000000016
150,150,2026-08-12T12:08:57Z,81262895664,2,Watchlist summary,2.667,2.513,0.154,-8.326672684688674e-17,True,,2.097,0.3740000000000001
151,151,2026-08-12T12:18:57Z,81806775602,2,Watchlist summary,3.413,3.215,0.198,-5.551115123125783e-17,True,,2.403,0.15300000000000002
152,152,2026-08-12T12:28:57Z,82353792598,2,Watchlist summary,2.556,2.403,0.153,2.7755575615628914e-17,True,,2.513,0.15399999999999991
153,153,2026-08-12T12:38:57Z,82888706006,2,Watchlist summary,2.257,2.097,0.16,1.3877787807814457e-16,True,,2.66,0.14800000000000013
154,154,2026-08-12T12:48:57Z,83443900439,2,Watchlist summary,2.966,2.817,0.149,2.7755575615628914e-17,True,,2.817,0.14900000000000002
155,155,2026-08-12T12:58:57Z,83986715739,2,Watchlist summary,2.808,2.66,0.148,-3.0531133177191805e-16,True,,2.817,0.14900000000000002
156,156,2026-08-12T13:08:57Z,84528180207,2,Watchlist summary,4.168,4.016,0.152,1.3877787807814457e-16,True,,3.199,0.18999999999999995
157,157,2026-08-12T13:18:57Z,85066604156,2,Watchlist summary,3.551,3.291,0.26,2.220446049250313e-16,True,,3.291,0.1990000000000003
158,158,2026-08-12T13:28:57Z,85620033283,2,Watchlist summary,3.49,3.329,0.161,2.7755575615628914e-17,True,,3.329,0.22199999999999998
159,159,2026-08-12T13:38:57Z,86152994817,2,Watchlist summary,3.389,3.199,0.19,-5.551115123125783e-17,True,,3.597,0.19499999999999984
160,160,2026-08-12T13:48:57Z,86704737177,2,Watchlist summary,3.792,3.597,0.195,-1.6653345369377348e-16,True,,3.597,0.19499999999999984
161,161,2026-08-12T13:58:57Z,87242847941,2,Watchlist summary,3.86,3.64,0.22,-2.498001805406602e-16,True,,3.64,0.2200000000000002
162,162,2026-08-12T14:08:57Z,87786454820,2,Watchlist summary,4.096,3.742,0.354,1.1102230246251565e-16,True,,3.742,0.3540000000000001
163,163,2026-08-12T14:18:57Z,88330971978,2,Watchlist summary,4.532,4.346,0.186,-5.551115123125783e-17,True,,4.129,0.17600000000000016
164,164,2026-08-12T14:28:57Z,88873955947,2,Watchlist summary,4.305,4.129,0.176,1.6653345369377348e-16,True,,4.192,0.3019999999999996
165,165,2026-08-12T14:38:57Z,89419840113,2,Watchlist summary,4.494,4.192,0.302,-3.885780586188048e-16,True,,4.336,0.1639999999999997
166,166,2026-08-12T14:48:57Z,89959994694,2,Watchlist summary,4.5,4.336,0.164,-3.0531133177191805e-16,True,,4.346,0.18599999999999994
167,167,2026-08-12T14:58:57Z,90505068849,2,Watchlist summary,9.972,9.612,0.36,-5.551115123125783e-16,True,,9.612,0.35999999999999943
168,168,2026-08-12T15:08:57Z,91061606220,2,Watchlist summary,11.188,10.495,0.693,1.4432899320127035e-15,True,,10.495,0.2820000000000018
169,169,2026-08-12T15:18:57Z,91608517197,2,Watchlist summary,11.106,10.613,0.493,3.3306690738754696e-16,True,,10.573,0.5329999999999995
170,170,2026-08-12T15:28:57Z,92153494394,2,Watchlist summary,10.777,10.573,0.204,-1.1379786002407855e-15,True,,10.613,0.5749999999999993
171,171,2026-08-12T15:38:57Z,92698030525,2,Watchlist summary,11.454,11.106,0.348,7.771561172376096e-16,True,,10.798,0.5459999999999994
172,172,2026-08-12T15:48:57Z,93242607069,2,Watchlist summary,11.344,10.798,0.546,-6.661338147750939e-16,True,,11.106,0.34800000000000075
173,173,2026-08-12T15:58:57Z,93787407199,2,Watchlist summary,11.844,11.345,0.499,-1.2212453270876722e-15,True,,11.106,0.4739999999999984
174,174,2026-08-12T16:08:57Z,94330065240,2,Watchlist summary,11.752,11.174,0.578,1.2212453270876722e-15,True,,11.174,0.5689999999999991
175,175,2026-08-12T16:18:57Z,94877773840,2,Watchlist summary,11.743,11.248,0.495,9.992007221626409e-16,True,,11.248,0.5039999999999996
176,176,2026-08-12T16:28:57Z,95419508344,2,Watchlist summary,11.58,11.088,0.492,8.881784197001252e-16,True,,11.327,0.5069999999999997
177,177,2026-08-12T16:38:57Z,95972724266,2,Watchlist summary,12.09,11.55,0.54,-8.881784197001252e-16,True,,11.327,0.5069999999999997
178,178,2026-08-12T16:48:57Z,96513946374,2,Watchlist summary,11.89,11.327,0.563,6.661338147750939e-16,True,,11.354,0.5360000000000014
179,179,2026-08-12T16:58:57Z,97064716964,2,Watchlist summary,11.834,11.354,0.48,4.440892098500626e-16,True,,11.54,0.5240000000000009
180,180,2026-08-12T17:08:57Z,97615350266,2,Watchlist summary,12.064,11.54,0.524,8.881784197001252e-16,True,,11.55,0.5399999999999991
181,181,2026-08-12T17:18:57Z,98161784620,2,Watchlist summary,12.514,11.958,0.556,-8.881784197001252e-16,True,,11.658,0.5719999999999992
182,182,2026-08-12T17:28:57Z,98700378757,2,Watchlist summary,12.23,11.658,0.572,9.992007221626409e-16,True,,11.6885,0.6530000000000005
183,183,2026-08-12T17:38:57Z,99259158207,2,Watchlist summary,12.453,11.719,0.734,0.0,True,,11.719,0.734
184,184,2026-08-12T17:48:57Z,99801890611,2,Watchlist summary,12.481,11.994,0.487,1.1102230246251565e-16,True,,11.8385,0.628499999999999
2,2,2026-08-11T11:28:57Z,532996784,3,Top movers,0.729,0.172,0.557,-1.1102230246251565e-16,True,,0.4305,0.7924999999999999
3,3,2026-08-11T11:38:57Z,1108625165,3,Top movers,1.053,0.382,0.671,-1.1102230246251565e-16,True,,0.479,0.914
4,4,2026-08-11T11:48:57Z,1658912507,3,Top movers,1.393,0.479,0.914,0.0,True,,0.6154999999999999,0.9155000000000002
5,5,2026-08-11T11:58:57Z,2217147353,3,Top movers,1.669,0.752,0.917,0.0,True,,0.752,0.917
6,6,2026-08-11T12:08:57Z,2786291244,3,Top movers,1.973,0.887,1.086,0.0,True,,0.887,0.7839999999999998
7,7,2026-08-11T12:18:57Z,3343738155,3,Top movers,1.671,0.968,0.703,1.1102230246251565e-16,True,,0.968,1.0050000000000001
8,8,2026-08-11T12:28:57Z,3899391577,3,Top movers,2.486,1.157,1.329,2.220446049250313e-16,True,,1.157,1.084
9,9,2026-08-11T12:38:57Z,4448004794,3,Top movers,2.241,1.542,0.699,1.1102230246251565e-16,True,,1.427,1.0589999999999997
10,10,2026-08-11T12:48:57Z,5002254267,3,Top movers,2.505,1.427,1.078,-2.220446049250313e-16,True,,1.542,0.9629999999999999
11,11,2026-08-11T12:58:57Z,5553730140,3,Top movers,2.531,1.742,0.789,1.1102230246251565e-16,True,,1.742,0.7890000000000001
12,12,2026-08-11T13:08:57Z,6107183801,3,Top movers,2.849,1.835,1.014,2.220446049250313e-16,True,,1.835,0.9140000000000001
13,13,2026-08-11T13:18:57Z,6662885451,3,Top movers,2.83,2.037,0.793,1.1102230246251565e-16,True,,1.835,0.9140000000000001
14,14,2026-08-11T13:28:57Z,7220407062,3,Top movers,4.356,2.166,2.19,0.0,True,,1.835,0.9140000000000001
15,15,2026-08-11T13:38:57Z,7772453021,3,Top movers,2.749,2.334,0.415,5.551115123125783e-17,True,,1.835,0.9140000000000001
16,16,2026-08-11T13:48:57Z,8327660844,3,Top movers,1.571,0.215,1.356,-2.220446049250313e-16,True,,0.656,1.6359999999999997
17,17,2026-08-11T13:58:57Z,8869790384,3,Top movers,1.219,0.284,0.935,0.0,True,,0.656,1.6359999999999997
18,18,2026-08-11T14:08:57Z,9416167217,3,Top movers,2.292,0.656,1.636,-2.220446049250313e-16,True,,0.656,1.6359999999999997
