source_line,iteration,observed_at,base_table_rows,lag_seconds,lag_minutes,plotted_lag_minutes,refresh_watermark,phase
1174,1174,2026-08-11T10:57:42.721Z,70373568108,319.023401,5.317056683,5.317056683,2026-08-11T10:52:23.698Z,active
1179,1179,2026-08-11T11:02:42.721Z,70665423066,300.359398,5.005989967,5.005989967,2026-08-11T10:57:42.362Z,active
1184,1184,2026-08-11T11:07:42.721Z,70967612646,294.738404,4.912306733,4.912306733,2026-08-11T11:02:47.983Z,active
1189,1189,2026-08-11T11:12:42.721Z,71269852808,284.950402,4.749173367,4.749173367,2026-08-11T11:07:57.771Z,active
1194,1194,2026-08-11T11:17:42.721Z,71562623492,267.250399,4.454173317,4.454173317,2026-08-11T11:13:15.471Z,active
1199,1199,2026-08-11T11:22:42.721Z,71866252070,258.759399,4.312656650,4.312656650,2026-08-11T11:18:23.962Z,active
1205,1205,2026-08-11T11:28:42.721Z,72229355693,309.164400,5.152740000,5.152740000,2026-08-11T11:23:33.557Z,active
1210,1210,2026-08-11T11:33:42.721Z,72522257195,294.309403,4.905156717,4.905156717,2026-08-11T11:28:48.412Z,active
1215,1215,2026-08-11T11:38:42.721Z,72824451523,269.498398,4.491639967,4.491639967,2026-08-11T11:34:13.223Z,active
1220,1220,2026-08-11T11:43:42.721Z,73126641103,275.957402,4.599290033,4.599290033,2026-08-11T11:39:06.764Z,active
1226,1226,2026-08-11T11:49:42.721Z,73479667307,316.811399,5.280189983,5.280189983,2026-08-11T11:44:25.910Z,active
1231,1231,2026-08-11T11:54:42.721Z,73782641795,297.986396,4.966439933,4.966439933,2026-08-11T11:49:44.735Z,active
1236,1236,2026-08-11T11:59:42.721Z,74085877919,284.350396,4.739173267,4.739173267,2026-08-11T11:54:58.371Z,active
1241,1241,2026-08-11T12:04:42.721Z,74387226936,275.847399,4.597456650,4.597456650,2026-08-11T12:00:06.874Z,active
1247,1247,2026-08-11T12:10:42.721Z,74740697172,323.484398,5.391406633,5.391406633,2026-08-11T12:05:19.237Z,active
1252,1252,2026-08-11T12:15:42.721Z,75043066673,294.679399,4.911323317,4.911323317,2026-08-11T12:10:48.042Z,active
1257,1257,2026-08-11T12:20:42.721Z,75346171979,292.330399,4.872173317,4.872173317,2026-08-11T12:15:50.391Z,active
1262,1262,2026-08-11T12:25:42.721Z,75638419391,286.246403,4.770773383,4.770773383,2026-08-11T12:20:56.475Z,active
1267,1267,2026-08-11T12:30:42.721Z,75940174188,275.082400,4.584706667,4.584706667,2026-08-11T12:26:07.639Z,active
1272,1272,2026-08-11T12:35:42.721Z,76243279494,260.933400,4.348890000,4.348890000,2026-08-11T12:31:21.788Z,active
1277,1277,2026-08-11T12:40:42.721Z,76535919360,255.373403,4.256223383,4.256223383,2026-08-11T12:36:27.348Z,active
1283,1283,2026-08-11T12:46:42.721Z,76899292711,307.744400,5.129073333,5.129073333,2026-08-11T12:41:34.977Z,active
1288,1288,2026-08-11T12:51:42.721Z,77202267199,301.409402,5.023490033,5.023490033,2026-08-11T12:46:41.312Z,active
1293,1293,2026-08-11T12:56:42.721Z,77494877987,292.038401,4.867306683,4.867306683,2026-08-11T12:51:50.683Z,active
1298,1298,2026-08-11T13:01:42.721Z,77796936749,283.833403,4.730556717,4.730556717,2026-08-11T12:56:58.888Z,active
1303,1303,2026-08-11T13:06:42.721Z,78099911237,277.285399,4.621423317,4.621423317,2026-08-11T13:02:05.436Z,active
1309,1309,2026-08-11T13:12:42.721Z,78451856007,325.050400,5.417506667,5.417506667,2026-08-11T13:07:17.671Z,active
1314,1314,2026-08-11T13:17:42.721Z,78754699677,306.677401,5.111290017,5.111290017,2026-08-11T13:12:36.044Z,active
1319,1319,2026-08-11T13:22:42.721Z,79058328255,301.256401,5.020940017,5.020940017,2026-08-11T13:17:41.465Z,active
1324,1324,2026-08-11T13:27:42.721Z,79349127176,271.098398,4.518306633,4.518306633,2026-08-11T13:23:11.623Z,active
1330,1330,2026-08-11T13:33:42.721Z,79707699314,316.061400,5.267690000,5.267690000,2026-08-11T13:28:26.660Z,active
1336,1336,2026-08-11T13:39:42.721Z,80070042728,344.870402,5.747840033,5.747840033,2026-08-11T13:33:57.851Z,active
1342,1342,2026-08-11T13:45:42.721Z,80423906950,325.727409,5.428790150,5.428790150,2026-08-11T13:40:16.994Z,active
1347,1347,2026-08-11T13:50:42.721Z,80727180913,264.985400,4.416423333,4.416423333,2026-08-11T13:46:17.736Z,active
1353,1353,2026-08-11T13:56:42.721Z,81079081333,318.511399,5.308523317,5.308523317,2026-08-11T13:51:24.210Z,active
1358,1358,2026-08-11T14:01:42.721Z,81382464520,301.278398,5.021306633,5.021306633,2026-08-11T13:56:41.443Z,active
1363,1363,2026-08-11T14:06:42.721Z,81683738374,278.758397,4.645973283,4.645973283,2026-08-11T14:02:03.963Z,active
1368,1368,2026-08-11T14:11:42.721Z,81987105316,272.041401,4.534023350,4.534023350,2026-08-11T14:07:10.680Z,active
1373,1373,2026-08-11T14:16:42.721Z,82280043240,258.245401,4.304090017,4.304090017,2026-08-11T14:12:24.476Z,active
1379,1379,2026-08-11T14:22:42.721Z,82642147464,311.359400,5.189323333,5.189323333,2026-08-11T14:17:31.362Z,active
1384,1384,2026-08-11T14:27:42.721Z,82942814357,293.729395,4.895489917,4.895489917,2026-08-11T14:22:48.992Z,active
1389,1389,2026-08-11T14:32:42.721Z,83235454223,279.694397,4.661573283,4.661573283,2026-08-11T14:28:03.027Z,active
1394,1394,2026-08-11T14:37:42.721Z,83538167075,269.495401,4.491590017,4.491590017,2026-08-11T14:33:13.226Z,active
1399,1399,2026-08-11T14:42:42.721Z,83841130555,257.693419,4.294890317,4.294890317,2026-08-11T14:38:25.028Z,active
1405,1405,2026-08-11T14:48:42.721Z,84194469973,310.057405,5.167623417,5.167623417,2026-08-11T14:43:32.664Z,active
1410,1410,2026-08-11T14:53:42.721Z,84497551452,296.280403,4.938006717,4.938006717,2026-08-11T14:48:46.441Z,active
1415,1415,2026-08-11T14:58:42.721Z,84800787576,290.315400,4.838590000,4.838590000,2026-08-11T14:53:52.406Z,active
1420,1420,2026-08-11T15:03:42.721Z,85092642534,278.860402,4.647673367,4.647673367,2026-08-11T14:59:03.861Z,active
1425,1425,2026-08-11T15:08:42.721Z,85395029536,265.198399,4.419973317,4.419973317,2026-08-11T15:04:17.523Z,active
1431,1431,2026-08-11T15:14:42.721Z,85757918668,320.327399,5.338789983,5.338789983,2026-08-11T15:09:22.394Z,active
1436,1436,2026-08-11T15:19:42.721Z,86051619530,302.973399,5.049556650,5.049556650,2026-08-11T15:14:39.748Z,active
1441,1441,2026-08-11T15:24:42.721Z,86354594018,304.059401,5.067656683,5.067656683,2026-08-11T15:19:38.662Z,active
1446,1446,2026-08-11T15:29:42.721Z,86657909596,297.913397,4.965223283,4.965223283,2026-08-11T15:24:44.808Z,active
1451,1451,2026-08-11T15:34:42.721Z,86950287826,285.985398,4.766423300,4.766423300,2026-08-11T15:29:56.736Z,active
1456,1456,2026-08-11T15:39:42.721Z,87253785586,274.515400,4.575256667,4.575256667,2026-08-11T15:35:08.206Z,active
1462,1462,2026-08-11T15:45:42.721Z,87617463355,320.124397,5.335406617,5.335406617,2026-08-11T15:40:22.597Z,active
1467,1467,2026-08-11T15:50:42.721Z,87910757311,303.311398,5.055189967,5.055189967,2026-08-11T15:45:39.410Z,active
1472,1472,2026-08-11T15:55:42.721Z,88213987913,295.464402,4.924406700,4.924406700,2026-08-11T15:50:47.257Z,active
1477,1477,2026-08-11T16:00:42.721Z,88516700765,285.944411,4.765740183,4.765740183,2026-08-11T15:55:56.777Z,active
1482,1482,2026-08-11T16:05:42.721Z,88810256357,273.942399,4.565706650,4.565706650,2026-08-11T16:01:08.779Z,active
1488,1488,2026-08-11T16:11:42.721Z,89174048986,313.345398,5.222423300,5.222423300,2026-08-11T16:06:29.376Z,active
1493,1493,2026-08-11T16:16:42.721Z,89477677564,305.166404,5.086106733,5.086106733,2026-08-11T16:11:37.555Z,active
1498,1498,2026-08-11T16:21:42.721Z,89770573932,298.643400,4.977390000,4.977390000,2026-08-11T16:16:44.078Z,active
1503,1503,2026-08-11T16:26:42.721Z,90073679238,287.194402,4.786573367,4.786573367,2026-08-11T16:21:55.527Z,active
1508,1508,2026-08-11T16:31:42.721Z,90376321898,271.912400,4.531873333,4.531873333,2026-08-11T16:27:10.809Z,active
1513,1513,2026-08-11T16:36:42.721Z,90669877490,252.239402,4.203990033,4.203990033,2026-08-11T16:32:30.482Z,active
1519,1519,2026-08-11T16:42:42.721Z,91033682348,310.409399,5.173489983,5.173489983,2026-08-11T16:37:32.312Z,active
1524,1524,2026-08-11T16:47:42.721Z,91336586794,306.254400,5.104240000,5.104240000,2026-08-11T16:42:36.467Z,active
1529,1529,2026-08-11T16:52:42.721Z,91630142386,285.212399,4.753539983,4.753539983,2026-08-11T16:47:57.509Z,active
1534,1534,2026-08-11T16:57:42.721Z,91932865944,272.404399,4.540073317,4.540073317,2026-08-11T16:53:10.317Z,active
1540,1540,2026-08-11T17:03:42.721Z,92296147530,314.261400,5.237690000,5.237690000,2026-08-11T16:58:28.460Z,active
1545,1545,2026-08-11T17:08:42.721Z,92588927462,298.186400,4.969773333,4.969773333,2026-08-11T17:03:44.535Z,active
1550,1550,2026-08-11T17:13:42.721Z,92891378678,285.822402,4.763706700,4.763706700,2026-08-11T17:08:56.899Z,active
1555,1555,2026-08-11T17:18:42.721Z,93194745620,274.519399,4.575323317,4.575323317,2026-08-11T17:14:08.202Z,active
1561,1561,2026-08-11T17:24:42.721Z,93558540497,321.440401,5.357340017,5.357340017,2026-08-11T17:19:21.281Z,active
1566,1566,2026-08-11T17:29:42.721Z,93851049545,303.826399,5.063773317,5.063773317,2026-08-11T17:24:38.895Z,active
1571,1571,2026-08-11T17:34:42.721Z,94154137006,281.556398,4.692606633,4.692606633,2026-08-11T17:30:01.165Z,active
1576,1576,2026-08-11T17:39:42.721Z,94457111494,268.641404,4.477356733,4.477356733,2026-08-11T17:35:14.080Z,active
1581,1581,2026-08-11T17:44:42.721Z,94750489021,262.499398,4.374989967,4.374989967,2026-08-11T17:40:20.222Z,active
1587,1587,2026-08-11T17:50:42.721Z,95114163061,311.982398,5.199706633,5.199706633,2026-08-11T17:45:30.739Z,active
1592,1592,2026-08-11T17:55:42.721Z,95416745095,294.417400,4.906956667,4.906956667,2026-08-11T17:50:48.304Z,active
1597,1597,2026-08-11T18:00:42.721Z,95710786384,282.998399,4.716639983,4.716639983,2026-08-11T17:55:59.723Z,active
1602,1602,2026-08-11T18:05:42.721Z,96012975964,270.204402,4.503406700,4.503406700,2026-08-11T18:01:12.517Z,active
1607,1607,2026-08-11T18:10:42.721Z,96316812145,269.733403,4.495556717,4.495556717,2026-08-11T18:06:12.988Z,active
1613,1613,2026-08-11T18:16:42.721Z,96669759109,313.397402,5.223290033,5.223290033,2026-08-11T18:11:29.324Z,active
1618,1618,2026-08-11T18:21:42.721Z,96972578310,301.420399,5.023673317,5.023673317,2026-08-11T18:16:41.301Z,active
1623,1623,2026-08-11T18:26:42.721Z,97275945252,298.006401,4.966773350,4.966773350,2026-08-11T18:21:44.715Z,active
1628,1628,2026-08-11T18:31:42.721Z,97569500844,283.684398,4.728073300,4.728073300,2026-08-11T18:26:59.037Z,active
1633,1633,2026-08-11T18:36:42.721Z,97873161817,268.244401,4.470740017,4.470740017,2026-08-11T18:32:14.477Z,active
1639,1639,2026-08-11T18:42:42.721Z,98236966675,309.041401,5.150690017,5.150690017,2026-08-11T18:37:33.680Z,active
1644,1644,2026-08-11T18:47:42.721Z,98530029810,302.176402,5.036273367,5.036273367,2026-08-11T18:42:40.545Z,active
1649,1649,2026-08-11T18:52:42.721Z,98832873480,288.003399,4.800056650,4.800056650,2026-08-11T18:47:54.718Z,active
1654,1654,2026-08-11T18:57:42.721Z,99136836071,282.451401,4.707523350,4.707523350,2026-08-11T18:53:00.270Z,active
1659,1659,2026-08-11T19:02:42.721Z,99429737573,247.781399,4.129689983,4.129689983,2026-08-11T18:58:34.940Z,active
1665,1665,2026-08-11T19:08:42.721Z,99793542431,313.703397,5.228389950,5.228389950,2026-08-11T19:03:29.018Z,active
1670,1670,2026-08-11T19:13:42.721Z,100096889001,306.264403,5.104406717,5.104406717,2026-08-11T19:08:36.457Z,active
1675,1675,2026-08-11T19:18:42.721Z,100390052139,293.344399,4.889073317,4.889073317,2026-08-11T19:13:49.377Z,active
1680,1680,2026-08-11T19:23:42.721Z,100693359501,278.903400,4.648390000,4.648390000,2026-08-11T19:19:03.818Z,active
1686,1686,2026-08-11T19:29:42.721Z,101056379451,326.536400,5.442273333,5.442273333,2026-08-11T19:24:16.185Z,active
1692,1692,2026-08-11T19:35:42.721Z,101410335376,319.740401,5.329006683,5.329006683,2026-08-11T19:30:22.981Z,active
1698,1698,2026-08-11T19:41:42.721Z,101774140234,338.968397,5.649473283,5.649473283,2026-08-11T19:36:03.753Z,active
1703,1703,2026-08-11T19:46:42.721Z,102077459059,280.728399,4.678806650,4.678806650,2026-08-11T19:42:01.993Z,active
1708,1708,2026-08-11T19:51:42.721Z,102370622197,273.032399,4.550539983,4.550539983,2026-08-11T19:47:09.689Z,active
1714,1714,2026-08-11T19:57:42.721Z,102734010156,319.674399,5.327906650,5.327906650,2026-08-11T19:52:23.047Z,active
1719,1719,2026-08-11T20:02:42.721Z,103036853826,305.182402,5.086373367,5.086373367,2026-08-11T19:57:37.539Z,active
1724,1724,2026-08-11T20:07:42.721Z,103330409418,284.876400,4.747940000,4.747940000,2026-08-11T20:02:57.845Z,active
1729,1729,2026-08-11T20:12:42.721Z,103633354475,271.061399,4.517689983,4.517689983,2026-08-11T20:08:11.660Z,active
1735,1735,2026-08-11T20:18:42.721Z,103997159333,309.000402,5.150006700,5.150006700,2026-08-11T20:13:33.721Z,active
1740,1740,2026-08-11T20:23:42.721Z,104289896540,295.814400,4.930240000,4.930240000,2026-08-11T20:18:46.907Z,active
1745,1745,2026-08-11T20:28:42.721Z,104592478574,285.904402,4.765073367,4.765073367,2026-08-11T20:23:56.817Z,active
1750,1750,2026-08-11T20:33:42.721Z,104895989891,274.147399,4.569123317,4.569123317,2026-08-11T20:29:08.574Z,active
1756,1756,2026-08-11T20:39:42.721Z,105249460127,316.958400,5.282640000,5.282640000,2026-08-11T20:34:25.763Z,active
1761,1761,2026-08-11T20:44:42.721Z,105552565433,301.269401,5.021156683,5.021156683,2026-08-11T20:39:41.452Z,active
1766,1766,2026-08-11T20:49:42.721Z,105855941124,280.396400,4.673273333,4.673273333,2026-08-11T20:45:02.325Z,active
1771,1771,2026-08-11T20:54:42.721Z,106158915612,270.111399,4.501856650,4.501856650,2026-08-11T20:50:12.610Z,active
1777,1777,2026-08-11T21:00:42.721Z,106512126500,312.673396,5.211223267,5.211223267,2026-08-11T20:55:30.048Z,active
1782,1782,2026-08-11T21:05:42.721Z,106815362624,295.678403,4.927973383,4.927973383,2026-08-11T21:00:47.043Z,active
1787,1787,2026-08-11T21:10:42.721Z,107118585056,293.928402,4.898806700,4.898806700,2026-08-11T21:05:48.793Z,active
1792,1792,2026-08-11T21:15:42.721Z,107411224922,284.321406,4.738690100,4.738690100,2026-08-11T21:10:58.400Z,active
1797,1797,2026-08-11T21:20:42.721Z,107714722682,272.503399,4.541723317,4.541723317,2026-08-11T21:16:10.218Z,active
1803,1803,2026-08-11T21:26:42.721Z,108077908968,322.990401,5.383173350,5.383173350,2026-08-11T21:21:19.731Z,active
1808,1808,2026-08-11T21:31:42.721Z,108371072106,308.508402,5.141806700,5.141806700,2026-08-11T21:26:34.213Z,active
1813,1813,2026-08-11T21:36:42.721Z,108674169904,291.232401,4.853873350,4.853873350,2026-08-11T21:31:51.489Z,active
1818,1818,2026-08-11T21:41:42.721Z,108977929300,283.150398,4.719173300,4.719173300,2026-08-11T21:36:59.571Z,active
1823,1823,2026-08-11T21:46:42.721Z,109270704992,268.202400,4.470040000,4.470040000,2026-08-11T21:42:14.519Z,active
1829,1829,2026-08-11T21:52:42.721Z,109633986578,321.239400,5.353990000,5.353990000,2026-08-11T21:47:21.482Z,active
1834,1834,2026-08-11T21:57:42.721Z,109937400265,301.048399,5.017473317,5.017473317,2026-08-11T21:52:41.673Z,active
1839,1839,2026-08-11T22:02:42.721Z,110229516859,292.453415,4.874223583,4.874223583,2026-08-11T21:57:50.268Z,active
1844,1844,2026-08-11T22:07:42.721Z,110533318255,281.339395,4.688989917,4.688989917,2026-08-11T22:03:01.382Z,active
1849,1849,2026-08-11T22:12:42.721Z,110836685197,272.398398,4.539973300,4.539973300,2026-08-11T22:08:10.323Z,active
1855,1855,2026-08-11T22:18:42.721Z,111190230375,318.896400,5.314940000,5.314940000,2026-08-11T22:13:23.825Z,active
1860,1860,2026-08-11T22:23:42.721Z,111493597317,303.819402,5.063656700,5.063656700,2026-08-11T22:18:38.902Z,active
1865,1865,2026-08-11T22:28:42.721Z,111797109918,289.113401,4.818556683,4.818556683,2026-08-11T22:23:53.608Z,active
1870,1870,2026-08-11T22:33:42.721Z,112090011420,274.314400,4.571906667,4.571906667,2026-08-11T22:29:08.407Z,active
1875,1875,2026-08-11T22:38:42.721Z,112393770816,261.725397,4.362089950,4.362089950,2026-08-11T22:34:20.996Z,active
1881,1881,2026-08-11T22:44:42.721Z,112756930193,308.330401,5.138840017,5.138840017,2026-08-11T22:39:34.391Z,active
1886,1886,2026-08-11T22:49:42.721Z,113050093331,298.111402,4.968523367,4.968523367,2026-08-11T22:44:44.610Z,active
