query_id,start_time,elapsed_seconds,query_id,table_name,used_range_restricted_scan,scanned_rows,rows_after_filter,scanned_bytes,blocks_read,local_blocks,remote_blocks,scan_seconds,max_data_skewness_pct,max_time_skewness_pct,local_spill_blocks,remote_spill_blocks,query_text
7313675,2026-08-12 21:54:10.030847,0.068633,7313675,,0,0,65,0,0,0,0,0.0030,0,36,0,0,SELECT COUNT(*) FROM quotes_daily
7313675,2026-08-12 21:54:10.030847,0.068633,7313675,quotes_shared.public.mv_tbl__quotes_daily__0,1,301842,276939,0,0,0,0,0.0019,37,17,0,0,SELECT COUNT(*) FROM quotes_daily
7313684,2026-08-12 21:54:10.101091,77.17451,7313684,,0,0,45546837,0,0,0,0,75.9918,45,43,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + t / 1000 * INTERVAL '1 second') AS hour, bp, bs, ap, t FROM quotes_typed WHERE sym = 'AAPL' ), ranked AS ( SELECT hour, bp, bs, ap, ROW_NUMBER() OVER (PARTITION BY hour ORDER BY t ASC) AS rn"
7313684,2026-08-12 21:54:10.101091,77.17451,7313684,quotes_shared.public.mv_tbl__quotes_typed__0,1,6840967834,15182279,0,0,0,0,75.8594,9,2,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + t / 1000 * INTERVAL '1 second') AS hour, bp, bs, ap, t FROM quotes_typed WHERE sym = 'AAPL' ), ranked AS ( SELECT hour, bp, bs, ap, ROW_NUMBER() OVER (PARTITION BY hour ORDER BY t ASC) AS rn"
7313681,2026-08-12 21:54:10.110971,3.082682,7313681,,0,0,65,0,0,0,0,0.0053,0,30,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7313681,2026-08-12 21:54:10.110971,3.082682,7313681,quotes_shared.public.mv_tbl__quotes_daily__0,1,293795,25,0,0,0,0,2.9823,73,15,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7313691,2026-08-12 21:54:14.126132,0.469775,7313691,,0,0,150,0,0,0,0,0.3382,91,19,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7313691,2026-08-12 21:54:14.126132,0.469775,7313691,quotes_shared.public.mv_tbl__quotes_daily__0,1,301912,200,0,0,0,0,0.3331,51,89,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7313698,2026-08-12 21:54:15.251943,0.109469,7313698,,0,0,182830,0,0,0,0,0.0151,13,26,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7313698,2026-08-12 21:54:15.251943,0.109469,7313698,quotes_shared.public.mv_tbl__quotes_daily__0,1,301912,276939,0,0,0,0,0.0091,47,57,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7313705,2026-08-12 21:54:15.884640,0.500949,7313705,,0,0,990,0,0,0,0,0.3986,68,60,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7313705,2026-08-12 21:54:15.884640,0.500949,7313705,quotes_shared.public.mv_tbl__quotes_daily__0,1,301912,276939,0,0,0,0,0.3786,48,45,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7313749,2026-08-12 21:55:27.758330,196.627533,7313749,,0,0,97,0,0,0,0,0.0792,0,26,0,0,"WITH s AS ( SELECT (ap - bp) AS spread, (bp + ap) / 2.0 AS mid, bs AS bs, ""as"" AS az FROM quotes_typed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::float8 AS n, SUM(spread) AS s1, SUM(POWER(spread, 2)) AS s2, SUM(POWER(spread, 3)) AS s3, SUM(POWER"
7313749,2026-08-12 21:55:27.758330,196.627533,7313749,quotes_shared.public.mv_tbl__quotes_typed__0,1,6872755601,15233205,0,0,0,0,194.7709,12,0,0,0,"WITH s AS ( SELECT (ap - bp) AS spread, (bp + ap) / 2.0 AS mid, bs AS bs, ""as"" AS az FROM quotes_typed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::float8 AS n, SUM(spread) AS s1, SUM(POWER(spread, 2)) AS s2, SUM(POWER(spread, 3)) AS s3, SUM(POWER"
7313841,2026-08-12 21:58:44.848374,71.840974,7313841,,0,0,46397955,0,0,0,0,68.8922,44,60,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + payload.t::bigint / 1000 * INTERVAL '1 second') AS hour, payload.bp::float8 AS bp, payload.bs::bigint AS bs, payload.ap::float8 AS ap, payload.t::bigint AS t FROM quotes_streamed WHERE sym ="
7313841,2026-08-12 21:58:44.848374,71.840974,7313841,quotes_shared.public.mv_tbl__quotes_streamed__0,1,18266689735,15465985,0,0,0,0,68.6415,2,1,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + payload.t::bigint / 1000 * INTERVAL '1 second') AS hour, payload.bp::float8 AS bp, payload.bs::bigint AS bs, payload.ap::float8 AS ap, payload.t::bigint AS t FROM quotes_streamed WHERE sym ="
7313885,2026-08-12 22:00:00.339297,32.334565,7313885,,0,0,97,0,0,0,0,0.0647,0,27,0,0,"WITH s AS ( SELECT (payload.ap::float8 - payload.bp::float8) AS spread, (payload.bp::float8 + payload.ap::float8) / 2.0 AS mid, payload.bs::bigint AS bs, payload.""as""::bigint AS az FROM quotes_streamed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::"
7313885,2026-08-12 22:00:00.339297,32.334565,7313885,quotes_shared.public.mv_tbl__quotes_streamed__0,1,18333090718,15533049,0,0,0,0,30.6950,7,2,0,0,"WITH s AS ( SELECT (payload.ap::float8 - payload.bp::float8) AS spread, (payload.bp::float8 + payload.ap::float8) / 2.0 AS mid, payload.bs::bigint AS bs, payload.""as""::bigint AS az FROM quotes_streamed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::"
7314010,2026-08-12 22:03:56.846581,2.008228,7314010,,0,0,65,0,0,0,0,0.0020,0,22,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7314010,2026-08-12 22:03:56.846581,2.008228,7314010,quotes_shared.public.mv_tbl__quotes_daily__0,1,296830,286890,0,0,0,0,0.5445,28,16,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7314015,2026-08-12 22:03:58.856448,0.062218,7314015,,0,0,65,0,0,0,0,0.0015,0,30,0,0,SELECT COUNT(*) FROM quotes_daily
7314015,2026-08-12 22:03:58.856448,0.062218,7314015,quotes_shared.public.mv_tbl__quotes_daily__0,1,296830,286890,0,0,0,0,0.0009,39,11,0,0,SELECT COUNT(*) FROM quotes_daily
7314018,2026-08-12 22:03:58.920314,1.243909,7314018,,0,0,65,0,0,0,0,0.0019,0,27,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7314018,2026-08-12 22:03:58.920314,1.243909,7314018,quotes_shared.public.mv_tbl__quotes_daily__0,1,290681,26,0,0,0,0,1.1737,72,6,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7314025,2026-08-12 22:04:00.666507,0.247006,7314025,,0,0,153,0,0,0,0,0.1677,91,23,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7314025,2026-08-12 22:04:00.666507,0.247006,7314025,quotes_shared.public.mv_tbl__quotes_daily__0,1,296830,208,0,0,0,0,0.1648,45,93,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7314032,2026-08-12 22:04:01.371385,0.07918,7314032,,0,0,192595,0,0,0,0,0.0074,13,22,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7314032,2026-08-12 22:04:01.371385,0.07918,7314032,quotes_shared.public.mv_tbl__quotes_daily__0,1,296830,286890,0,0,0,0,0.0030,28,35,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7314039,2026-08-12 22:04:01.883070,0.299042,7314039,,0,0,1023,0,0,0,0,0.2280,67,24,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7314039,2026-08-12 22:04:01.883070,0.299042,7314039,quotes_shared.public.mv_tbl__quotes_daily__0,1,296830,286890,0,0,0,0,0.2254,27,34,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7516804,2026-08-12 22:13:56.849333,2.33605,7516804,,0,0,65,0,0,0,0,0.0147,0,25,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7516804,2026-08-12 22:13:56.849333,2.33605,7516804,quotes_shared.public.mv_tbl__quotes_daily__0,1,300987,296814,0,0,0,0,0.5187,40,12,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7516807,2026-08-12 22:13:59.186975,0.076604,7516807,,0,0,65,0,0,0,0,0.0144,0,18,0,0,SELECT COUNT(*) FROM quotes_daily
7516807,2026-08-12 22:13:59.186975,0.076604,7516807,quotes_shared.public.mv_tbl__quotes_daily__0,1,300987,296814,0,0,0,0,0.0137,30,12,0,0,SELECT COUNT(*) FROM quotes_daily
7516810,2026-08-12 22:13:59.265190,1.265565,7516810,,0,0,65,0,0,0,0,0.0147,0,26,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7516810,2026-08-12 22:13:59.265190,1.265565,7516810,quotes_shared.public.mv_tbl__quotes_daily__0,1,292720,27,0,0,0,0,1.1946,71,14,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7516817,2026-08-12 22:14:02.786340,0.405876,7516817,,0,0,154,0,0,0,0,0.3395,91,25,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7516817,2026-08-12 22:14:02.786340,0.405876,7516817,quotes_shared.public.mv_tbl__quotes_daily__0,1,300987,216,0,0,0,0,0.3236,55,90,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7516824,2026-08-12 22:14:03.655978,0.09506,7516824,,0,0,196877,0,0,0,0,0.0324,12,36,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7516824,2026-08-12 22:14:03.655978,0.09506,7516824,quotes_shared.public.mv_tbl__quotes_daily__0,1,300987,296814,0,0,0,0,0.0164,28,31,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7516833,2026-08-12 22:14:04.192852,0.413932,7516833,,0,0,1056,0,0,0,0,0.3534,66,28,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7516833,2026-08-12 22:14:04.192852,0.413932,7516833,quotes_shared.public.mv_tbl__quotes_daily__0,1,300987,296814,0,0,0,0,0.3372,33,53,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7719813,2026-08-12 22:24:07.621622,2.618107,7719813,,0,0,65,0,0,0,0,0.0082,0,49,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7719813,2026-08-12 22:24:07.621622,2.618107,7719813,quotes_shared.public.mv_tbl__quotes_daily__0,1,323965,311830,0,0,0,0,0.6881,39,18,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7719816,2026-08-12 22:24:10.241585,0.070193,7719816,,0,0,65,0,0,0,0,0.0024,0,23,0,0,SELECT COUNT(*) FROM quotes_daily
7719816,2026-08-12 22:24:10.241585,0.070193,7719816,quotes_shared.public.mv_tbl__quotes_daily__0,1,323965,311830,0,0,0,0,0.0018,40,28,0,0,SELECT COUNT(*) FROM quotes_daily
7719819,2026-08-12 22:24:10.313383,1.974346,7719819,,0,0,65,0,0,0,0,0.0031,0,25,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7719819,2026-08-12 22:24:10.313383,1.974346,7719819,quotes_shared.public.mv_tbl__quotes_daily__0,1,317242,28,0,0,0,0,1.8955,70,30,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7719826,2026-08-12 22:24:13.099091,0.444484,7719826,,0,0,157,0,0,0,0,0.3543,91,28,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7719826,2026-08-12 22:24:13.099091,0.444484,7719826,quotes_shared.public.mv_tbl__quotes_daily__0,1,323965,224,0,0,0,0,0.3502,53,89,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7719833,2026-08-12 22:24:14.079802,0.099412,7719833,,0,0,201024,0,0,0,0,0.0092,16,28,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7719833,2026-08-12 22:24:14.079802,0.099412,7719833,quotes_shared.public.mv_tbl__quotes_daily__0,1,323965,311830,0,0,0,0,0.0053,30,41,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7719840,2026-08-12 22:24:14.666810,0.400949,7719840,,0,0,1122,0,0,0,0,0.3254,73,27,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7719840,2026-08-12 22:24:14.666810,0.400949,7719840,quotes_shared.public.mv_tbl__quotes_daily__0,1,323965,311830,0,0,0,0,0.3193,39,39,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7922885,2026-08-12 22:34:06.828969,2.786276,7922885,,0,0,65,0,0,0,0,0.0023,0,30,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7922885,2026-08-12 22:34:06.828969,2.786276,7922885,quotes_shared.public.mv_tbl__quotes_daily__0,1,332123,321539,0,0,0,0,0.7119,53,25,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
7922888,2026-08-12 22:34:09.616984,0.078435,7922888,,0,0,65,0,0,0,0,0.0016,0,37,0,0,SELECT COUNT(*) FROM quotes_daily
7922888,2026-08-12 22:34:09.616984,0.078435,7922888,quotes_shared.public.mv_tbl__quotes_daily__0,1,332118,321539,0,0,0,0,0.0012,40,25,0,0,SELECT COUNT(*) FROM quotes_daily
7922891,2026-08-12 22:34:09.697162,1.717123,7922891,,0,0,65,0,0,0,0,0.0022,0,25,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7922891,2026-08-12 22:34:09.697162,1.717123,7922891,quotes_shared.public.mv_tbl__quotes_daily__0,1,326838,29,0,0,0,0,1.6354,69,26,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
7922898,2026-08-12 22:34:12.116299,0.451045,7922898,,0,0,165,0,0,0,0,0.3591,91,39,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7922898,2026-08-12 22:34:12.116299,0.451045,7922898,quotes_shared.public.mv_tbl__quotes_daily__0,1,332123,232,0,0,0,0,0.3555,34,93,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
7922905,2026-08-12 22:34:13.043896,0.093167,7922905,,0,0,203761,0,0,0,0,0.0089,16,30,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7922905,2026-08-12 22:34:13.043896,0.093167,7922905,quotes_shared.public.mv_tbl__quotes_daily__0,1,332123,321539,0,0,0,0,0.0049,29,37,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
7922912,2026-08-12 22:34:15.842708,0.518956,7922912,,0,0,1155,0,0,0,0,0.4377,72,21,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
7922912,2026-08-12 22:34:15.842708,0.518956,7922912,quotes_shared.public.mv_tbl__quotes_daily__0,1,332123,321539,0,0,0,0,0.4341,40,60,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
8125957,2026-08-12 22:44:06.531861,2.346508,8125957,,0,0,65,0,0,0,0,0.0064,0,27,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
8125957,2026-08-12 22:44:06.531861,2.346508,8125957,quotes_shared.public.mv_tbl__quotes_daily__0,1,344901,330174,0,0,0,0,0.5835,47,15,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
8125962,2026-08-12 22:44:08.880232,0.093908,8125962,,0,0,65,0,0,0,0,0.0046,0,52,0,0,SELECT COUNT(*) FROM quotes_daily
8125962,2026-08-12 22:44:08.880232,0.093908,8125962,quotes_shared.public.mv_tbl__quotes_daily__0,1,344901,330174,0,0,0,0,0.0026,62,40,0,0,SELECT COUNT(*) FROM quotes_daily
8125965,2026-08-12 22:44:08.975804,1.394207,8125965,,0,0,65,0,0,0,0,0.0020,0,26,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
8125965,2026-08-12 22:44:08.975804,1.394207,8125965,quotes_shared.public.mv_tbl__quotes_daily__0,1,342524,30,0,0,0,0,1.2965,81,13,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
8125972,2026-08-12 22:44:11.085128,0.399171,8125972,,0,0,164,0,0,0,0,0.2902,91,39,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
8125972,2026-08-12 22:44:11.085128,0.399171,8125972,quotes_shared.public.mv_tbl__quotes_daily__0,1,344901,240,0,0,0,0,0.2856,46,92,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
8125979,2026-08-12 22:44:11.994196,0.097019,8125979,,0,0,209266,0,0,0,0,0.0083,16,26,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
8125979,2026-08-12 22:44:11.994196,0.097019,8125979,quotes_shared.public.mv_tbl__quotes_daily__0,1,344901,330174,0,0,0,0,0.0037,27,29,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
8125986,2026-08-12 22:44:12.576825,0.425338,8125986,,0,0,1186,0,0,0,0,0.3413,71,31,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
8125986,2026-08-12 22:44:12.576825,0.425338,8125986,quotes_shared.public.mv_tbl__quotes_daily__0,1,344901,330174,0,0,0,0,0.3384,33,54,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
8329032,2026-08-12 22:54:06.449735,2.584032,8329032,,0,0,65,0,0,0,0,0.0101,0,75,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
