system,workload,iteration,raw_rows,query,seconds,source,phase
databricks,dashboard,101,60048974387,4,0.731,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,102,60649047005,1,0.986,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,102,60649047005,2,0.411,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,102,60649047005,3,0.366,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,102,60649047005,4,0.402,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,103,61248997535,1,1.051,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,103,61248997535,2,0.866,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,103,61248997535,3,1.155,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,103,61248997535,4,0.906,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,104,61848979545,1,0.971,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,104,61848979545,2,0.414,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,104,61848979545,3,0.389,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,104,61848979545,4,0.455,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,105,62448827582,1,0.969,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,105,62448827582,2,0.701,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,105,62448827582,3,0.78,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,105,62448827582,4,0.839,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,106,63048951008,1,0.674,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,106,63048951008,2,0.442,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,106,63048951008,3,0.414,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,106,63048951008,4,0.419,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,107,63648915373,1,0.985,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,107,63648915373,2,0.757,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,107,63648915373,3,0.817,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,107,63648915373,4,0.787,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,108,64248934893,1,0.985,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,108,64248934893,2,0.549,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,108,64248934893,3,0.427,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,108,64248934893,4,0.468,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,109,64848931181,1,0.826,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,109,64848931181,2,0.49,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,109,64848931181,3,0.448,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,109,64848931181,4,0.887,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,110,65448990060,1,0.986,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,110,65448990060,2,0.69,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,110,65448990060,3,0.775,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,110,65448990060,4,0.836,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,111,66048942260,1,0.729,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,111,66048942260,2,0.417,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,111,66048942260,3,0.403,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,111,66048942260,4,0.58,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,112,66648970121,1,1.046,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,112,66648970121,2,0.725,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,112,66648970121,3,0.702,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,112,66648970121,4,1.108,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,113,67248947921,1,0.732,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,113,67248947921,2,0.451,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,113,67248947921,3,0.419,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,113,67248947921,4,0.424,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,114,67848865391,1,1.098,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,114,67848865391,2,0.766,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,114,67848865391,3,0.846,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,114,67848865391,4,0.844,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,115,68448901225,1,1.172,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,115,68448901225,2,0.897,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,115,68448901225,3,1.002,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,115,68448901225,4,1.43,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,116,69049033856,1,1.061,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,116,69049033856,2,0.735,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,116,69049033856,3,0.827,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,116,69049033856,4,0.872,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,117,69648898887,1,1.345,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,117,69648898887,2,0.725,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,117,69648898887,3,0.836,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,117,69648898887,4,0.876,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,118,70248972689,1,1.005,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,118,70248972689,2,0.802,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,118,70248972689,3,0.854,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,118,70248972689,4,0.857,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,119,70848944994,1,2.311,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,119,70848944994,2,1.138,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,119,70848944994,3,0.869,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,119,70848944994,4,1.774,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,120,71448876924,1,1.044,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,120,71448876924,2,0.785,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,120,71448876924,3,0.882,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,120,71448876924,4,0.856,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,121,72048872763,1,1.082,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,121,72048872763,2,0.792,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,121,72048872763,3,1.005,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,121,72048872763,4,1.094,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,122,72648823293,1,1.413,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,122,72648823293,2,0.767,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,122,72648823293,3,0.853,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,122,72648823293,4,0.914,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,123,73248951843,1,0.981,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,123,73248951843,2,0.739,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,123,73248951843,3,0.823,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,123,73248951843,4,0.903,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,124,73848850795,1,0.95,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,124,73848850795,2,0.743,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,124,73848850795,3,0.806,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,124,73848850795,4,0.844,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,125,74448988124,1,0.952,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,125,74448988124,2,0.736,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,125,74448988124,3,0.749,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,125,74448988124,4,0.831,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,126,75048980211,1,1.445,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,126,75048980211,2,0.72,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,126,75048980211,3,0.841,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,126,75048980211,4,0.753,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,127,75648919105,1,0.975,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,127,75648919105,2,0.805,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,127,75648919105,3,0.894,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,127,75648919105,4,0.907,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,128,76248881396,1,0.991,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,128,76248881396,2,0.795,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,128,76248881396,3,0.822,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,128,76248881396,4,0.837,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,129,76848823691,1,1.051,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,129,76848823691,2,0.75,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,129,76848823691,3,0.799,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,129,76848823691,4,0.841,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,130,77448864325,1,0.968,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,130,77448864325,2,0.718,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,130,77448864325,3,0.839,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,130,77448864325,4,0.8,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,131,78048857309,1,0.966,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,131,78048857309,2,0.712,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,131,78048857309,3,0.742,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,131,78048857309,4,0.822,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,132,78648963825,1,1.115,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,132,78648963825,2,0.749,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,132,78648963825,3,0.824,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,132,78648963825,4,0.877,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,133,79248916498,1,0.998,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,133,79248916498,2,0.849,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,133,79248916498,3,0.907,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,133,79248916498,4,0.867,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,134,79848963748,1,0.677,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,134,79848963748,2,0.426,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,134,79848963748,3,0.433,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,134,79848963748,4,0.481,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,135,80448989098,1,0.899,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,135,80448989098,2,0.682,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,135,80448989098,3,0.747,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,135,80448989098,4,0.807,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,136,81048989103,1,0.683,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,136,81048989103,2,0.411,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,136,81048989103,3,0.427,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,136,81048989103,4,0.425,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,137,81648805878,1,0.946,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,137,81648805878,2,0.726,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,137,81648805878,3,0.768,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,137,81648805878,4,0.802,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,138,82248892830,1,1.019,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,138,82248892830,2,0.696,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,138,82248892830,3,1.289,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,138,82248892830,4,0.491,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,139,82848947450,1,0.753,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,139,82848947450,2,0.498,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,139,82848947450,3,0.974,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,139,82848947450,4,0.954,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,140,83448864291,1,1.125,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,140,83448864291,2,0.739,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,140,83448864291,3,0.792,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,140,83448864291,4,0.949,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,141,84048946267,1,0.738,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,141,84048946267,2,0.493,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,141,84048946267,3,0.449,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,141,84048946267,4,0.468,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,142,84648911334,1,5.299,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,142,84648911334,2,1.07,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,142,84648911334,3,1.078,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,142,84648911334,4,1.051,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
databricks,dashboard,143,85248832558,1,1.931,quotes/databricks/results/serverless_baseline_full_20260918T170453Z/mv/dashboard_20260918T170453Z.jsonl,accepted_ingestion_window
