source_index,observed_at,collected_until,raw_rows,mv_source_rows,rows_behind,refresh_age_seconds
481,2026-09-19T01:07:42.353Z,2026-09-19T01:08:27.201Z,28852132779,28801138759,50994020,19.810766
482,2026-09-19T01:08:42.353Z,2026-09-19T01:09:26.687Z,28909792699,28801138759,108653940,79.810713
483,2026-09-19T01:09:42.353Z,2026-09-19T01:10:25.850Z,28967362778,28925329223,42033555,14.649982
484,2026-09-19T01:10:42.353Z,2026-09-19T01:11:27.018Z,29032094416,28925329223,106765193,74.649738
485,2026-09-19T01:11:42.353Z,2026-09-19T01:12:28.545Z,29090874152,29044322126,46552026,10.566767
486,2026-09-19T01:12:42.353Z,2026-09-19T01:13:28.415Z,29153162702,29044322126,108840576,70.566759
487,2026-09-19T01:13:42.353Z,2026-09-19T01:14:28.678Z,29209980168,29163428142,46552026,12.195746
488,2026-09-19T01:14:42.353Z,2026-09-19T01:15:29.903Z,29267366816,29230768594,36598222,9.509754
489,2026-09-19T01:15:42.353Z,2026-09-19T01:16:30.884Z,29329174548,29230768594,98405954,69.509725
490,2026-09-19T01:16:42.353Z,2026-09-19T01:17:30.109Z,29386042014,29349762974,36279040,10.546705
491,2026-09-19T01:17:42.353Z,2026-09-19T01:18:30.999Z,29446729930,29349762974,96966956,70.546745
492,2026-09-19T01:18:42.353Z,2026-09-19T01:19:32.353Z,29507387028,29468864900,38522128,9.499719
493,2026-09-19T01:19:42.353Z,2026-09-19T01:20:47.048Z,29567282490,29468864900,98417590,69.499763
494,2026-09-19T01:20:47.069Z,2026-09-19T01:21:35.862Z,29624169138,29593115272,31053866,13.616884
495,2026-09-19T01:21:42.353Z,2026-09-19T01:22:25.858Z,29686265234,29655223004,31042230,5.873743
496,2026-09-19T01:22:42.353Z,2026-09-19T01:23:25.885Z,29747420440,29655223004,92197436,65.873826
497,2026-09-19T01:23:42.353Z,2026-09-19T01:24:24.913Z,29774168948,29774168948,0,4.102755
498,2026-09-19T01:24:42.353Z,2026-09-19T01:25:26.975Z,29862197826,29774168948,88028878,64.102727
499,2026-09-19T01:25:42.353Z,2026-09-19T01:26:26.822Z,29924328830,29774168948,150159882,124.102746
500,2026-09-19T01:26:42.353Z,2026-09-19T01:27:28.783Z,29983820202,29898546048,85274154,58.946735
501,2026-09-19T01:27:42.353Z,2026-09-19T01:28:27.487Z,30043292392,29898546048,144746344,118.946742
502,2026-09-19T01:28:42.353Z,2026-09-19T01:29:27.307Z,30103549490,30022742330,80807160,54.311726
503,2026-09-19T01:29:42.353Z,2026-09-19T01:30:30.431Z,30162505954,30022742330,139763624,114.311755
504,2026-09-19T01:30:42.353Z,2026-09-19T01:31:29.312Z,30219373420,30146981066,72392354,51.42392
505,2026-09-19T01:31:42.353Z,2026-09-19T01:32:28.245Z,30281492788,30146981066,134511722,111.423754
506,2026-09-19T01:32:42.353Z,2026-09-19T01:33:30.095Z,30340399252,30271227348,69171904,49.941694
507,2026-09-19T01:33:42.353Z,2026-09-19T01:34:29.007Z,30402991892,30271227348,131764544,109.941755
508,2026-09-19T01:34:42.353Z,2026-09-19T01:35:30.212Z,30462714082,30390190910,72523172,48.124715
509,2026-09-19T01:35:42.353Z,2026-09-19T01:36:31.905Z,30522559459,30390190910,132368549,108.12469
510,2026-09-19T01:36:42.353Z,2026-09-19T01:37:32.191Z,30583370647,30509166023,74204624,49.789744
511,2026-09-19T01:37:42.353Z,2026-09-19T01:38:31.094Z,30643802745,30509166023,134636722,109.789762
512,2026-09-19T01:38:42.353Z,2026-09-19T01:39:24.731Z,30700864393,30628322039,72542354,51.648747
513,2026-09-19T01:39:42.353Z,2026-09-19T01:40:25.235Z,30759924947,30628322039,131602908,111.648741
514,2026-09-19T01:40:42.353Z,2026-09-19T01:41:25.867Z,30820855317,30752468321,68386996,47.356756
515,2026-09-19T01:41:42.353Z,2026-09-19T01:42:25.651Z,30881404869,30752468321,128936548,107.356733
516,2026-09-19T01:42:42.353Z,2026-09-19T01:43:28.112Z,30941550331,30871651065,69899266,47.727759
517,2026-09-19T01:43:42.353Z,2026-09-19T01:44:29.446Z,31001060885,30871651065,129409820,107.727743
518,2026-09-19T01:44:42.353Z,2026-09-19T01:45:27.706Z,31060236848,30990807081,69429767,49.534746
519,2026-09-19T01:45:42.353Z,2026-09-19T01:46:28.423Z,31135572607,30990807081,144765526,109.534743
520,2026-09-19T01:46:42.353Z,2026-09-19T01:47:27.033Z,31182305451,31109713097,72592354,48.510768
521,2026-09-19T01:47:42.353Z,2026-09-19T01:48:28.107Z,31239209017,31109713097,129495920,108.510736
522,2026-09-19T01:48:42.353Z,2026-09-19T01:49:29.041Z,31308915829,31233957115,74958714,43.300732
523,2026-09-19T01:49:42.353Z,2026-09-19T01:50:29.280Z,31358153397,31296064847,62088550,41.978672
524,2026-09-19T01:50:42.353Z,2026-09-19T01:51:28.727Z,31420453583,31296064847,124388736,101.978737
525,2026-09-19T01:51:42.353Z,2026-09-19T01:52:30.578Z,31482549679,31415209227,67340452,39.287741
526,2026-09-19T01:52:42.353Z,2026-09-19T01:53:29.930Z,31544649865,31415209227,129440638,99.287921
527,2026-09-19T01:53:42.353Z,2026-09-19T01:54:29.927Z,31604695327,31539428781,65266546,38.482728
528,2026-09-19T01:54:42.353Z,2026-09-19T01:55:31.175Z,31658492343,31539428781,119063562,98.482735
529,2026-09-19T01:55:42.353Z,2026-09-19T01:56:27.963Z,31720569257,31658492343,62076914,39.10269
530,2026-09-19T01:56:42.353Z,2026-09-19T01:57:24.330Z,31781730445,31658492343,123238102,99.102742
531,2026-09-19T01:57:42.353Z,2026-09-19T01:58:25.958Z,31851529711,31782657807,68871904,37.53973
532,2026-09-19T01:58:42.353Z,2026-09-19T01:59:25.587Z,31911480861,31782657807,128823054,97.539754
533,2026-09-19T01:59:42.353Z,2026-09-19T02:00:28.273Z,31971599278,31901607875,69991403,31.449723
534,2026-09-19T02:00:42.353Z,2026-09-19T02:01:30.446Z,32031106059,31901607875,129498184,91.449746
535,2026-09-19T02:01:42.353Z,2026-09-19T02:02:29.113Z,32088173525,32025884975,62288550,31.897733
536,2026-09-19T02:02:42.353Z,2026-09-19T02:03:28.623Z,32150292893,32025884975,124407918,91.897737
537,2026-09-19T02:03:42.353Z,2026-09-19T02:04:27.167Z,32212369807,32145017719,67352088,29.590737
538,2026-09-19T02:04:42.353Z,2026-09-19T02:05:28.308Z,32274508357,32145017719,129490638,89.590737
539,2026-09-19T02:05:42.353Z,2026-09-19T02:06:29.090Z,32333257275,32264004553,69252722,29.673745
540,2026-09-19T02:06:42.354Z,2026-09-19T02:07:30.954Z,32380195937,32264004553,116191384,89.674247
541,2026-09-19T02:07:42.353Z,2026-09-19T02:08:31.463Z,32440054763,32388258381,51796382,30.265746
542,2026-09-19T02:08:42.353Z,2026-09-19T02:09:31.167Z,32512472117,32388258381,124213736,90.265683
543,2026-09-19T02:09:42.353Z,2026-09-19T02:10:31.035Z,32569377947,32507202761,62175186,28.258744
544,2026-09-19T02:10:42.353Z,2026-09-19T02:11:30.936Z,32630532092,32507202761,123329331,88.258708
545,2026-09-19T02:11:42.353Z,2026-09-19T02:12:22.888Z,32688347830,32626220916,62126914,32.639748
546,2026-09-19T02:12:42.353Z,2026-09-19T02:13:26.031Z,32749938108,32626220916,123717192,92.639691
547,2026-09-19T02:13:42.353Z,2026-09-19T02:14:25.549Z,32807461392,32745403660,62057732,26.817731
548,2026-09-19T02:14:42.353Z,2026-09-19T02:15:25.337Z,32868347580,32745403660,122943920,86.817744
549,2026-09-19T02:15:42.353Z,2026-09-19T02:16:25.488Z,32926442408,32869555760,56886648,31.170703
550,2026-09-19T02:16:42.353Z,2026-09-19T02:17:28.866Z,32988580958,32869555760,119025198,91.170732
551,2026-09-19T02:17:42.353Z,2026-09-19T02:18:28.341Z,33049118874,32988580958,60537916,27.084726
552,2026-09-19T02:18:42.353Z,2026-09-19T02:19:27.740Z,33110884152,32988580958,122303194,87.084734
553,2026-09-19T02:19:42.353Z,2026-09-19T02:20:28.638Z,33173969246,33107736974,66232272,26.991708
554,2026-09-19T02:20:42.353Z,2026-09-19T02:21:28.783Z,33231952503,33107736974,124215529,86.991734
555,2026-09-19T02:21:42.353Z,2026-09-19T02:22:28.779Z,33293367781,33236973587,56394194,22.013726
556,2026-09-19T02:22:42.353Z,2026-09-19T02:23:29.225Z,33351052701,33236973587,114079114,82.013768
557,2026-09-19T02:23:42.353Z,2026-09-19T02:24:30.755Z,33412973797,33356098785,56875012,21.453678
558,2026-09-19T02:24:42.353Z,2026-09-19T02:25:30.830Z,33475123983,33418218153,56905830,23.019749
559,2026-09-19T02:25:42.354Z,2026-09-19T02:26:30.250Z,33519128831,33418218153,100910678,83.020677
560,2026-09-19T02:26:42.353Z,2026-09-19T02:27:31.940Z,33578631839,33542321981,36309858,17.452723
561,2026-09-19T02:27:42.353Z,2026-09-19T02:28:29.867Z,33653744326,33604641349,49102977,13.018748
562,2026-09-19T02:28:42.353Z,2026-09-19T02:29:24.907Z,33698087855,33604641349,93446506,73.018747
563,2026-09-19T02:29:42.353Z,2026-09-19T02:30:24.904Z,33775421511,33723609001,51812510,10.178732
564,2026-09-19T02:30:42.353Z,2026-09-19T02:31:29.997Z,33833573885,33723609001,109964884,70.178711
565,2026-09-19T02:31:42.353Z,2026-09-19T02:32:29.112Z,33894504255,33847963865,46540390,10.865685
566,2026-09-19T02:32:42.353Z,2026-09-19T02:33:26.343Z,33956611987,33847963865,108648122,70.865747
567,2026-09-19T02:33:42.353Z,2026-09-19T02:34:26.400Z,33998927837,33967077427,31850410,11.484715
568,2026-09-19T02:34:42.353Z,2026-09-19T02:35:27.844Z,34064047841,34034198697,29849144,7.713664
569,2026-09-19T02:35:42.353Z,2026-09-19T02:36:28.659Z,34126840481,34034198697,92641784,67.713732
570,2026-09-19T02:36:42.353Z,2026-09-19T02:37:26.824Z,34189444757,34148082997,41361760,9.414669
571,2026-09-19T02:37:42.353Z,2026-09-19T02:38:29.305Z,34246519769,34148082997,98436772,69.414727
572,2026-09-19T02:38:42.353Z,2026-09-19T02:39:28.590Z,34308619955,34272340915,36279040,5.33572
573,2026-09-19T02:39:42.353Z,2026-09-19T02:40:29.824Z,34368765417,34272340915,96424502,65.335734
574,2026-09-19T02:40:42.353Z,2026-09-19T02:41:28.407Z,34428930061,34391321931,37608130,9.041714
575,2026-09-19T02:41:42.353Z,2026-09-19T02:42:30.305Z,34489729613,34453412209,36317404,6.250744
576,2026-09-19T02:42:42.353Z,2026-09-19T02:43:31.261Z,34547924441,34453412209,94512232,66.250719
577,2026-09-19T02:43:42.353Z,2026-09-19T02:44:29.916Z,34608915076,34453412209,155502867,126.250767
578,2026-09-19T02:44:42.353Z,2026-09-19T02:45:31.408Z,34670853626,34577645801,93207825,59.692728
579,2026-09-19T02:45:42.353Z,2026-09-19T02:46:25.828Z,34729540908,34577645801,151895107,119.692742
580,2026-09-19T02:46:42.353Z,2026-09-19T02:47:26.044Z,34790059642,34701888310,88171332,56.790763
581,2026-09-19T02:47:42.353Z,2026-09-19T02:48:26.135Z,34846953836,34701888310,145065526,116.790741
582,2026-09-19T02:48:42.353Z,2026-09-19T02:49:26.120Z,34909009840,34883190422,25819418,0.593694
583,2026-09-19T02:49:42.353Z,2026-09-19T02:50:27.220Z,34967598850,34883190422,84408428,60.593734
584,2026-09-19T02:50:42.353Z,2026-09-19T02:51:25.742Z,35028136766,34883190422,144946344,120.59373
585,2026-09-19T02:51:42.353Z,2026-09-19T02:52:27.506Z,35090225316,35002315620,87909696,57.869769
586,2026-09-19T02:52:42.353Z,2026-09-19T02:53:27.201Z,35152272430,35002315620,149956810,117.869726
587,2026-09-19T02:53:42.353Z,2026-09-19T02:54:27.252Z,35209963168,35121079182,88883986,57.424729
588,2026-09-19T02:54:42.353Z,2026-09-19T02:55:30.144Z,35271416810,35121079182,150337628,117.424703
589,2026-09-19T02:55:42.353Z,2026-09-19T02:56:29.848Z,35331021546,35245434028,85587518,50.206739
590,2026-09-19T02:56:42.354Z,2026-09-19T02:57:29.560Z,35390430372,35245434028,144996344,110.207114
591,2026-09-19T02:57:42.353Z,2026-09-19T02:58:30.455Z,35452549740,35364597590,87952150,48.115751
592,2026-09-19T02:58:42.353Z,2026-09-19T02:59:30.141Z,35509393934,35364597590,144796344,108.115749
593,2026-09-19T02:59:42.353Z,2026-09-19T03:00:30.991Z,35569470214,35488836326,80633888,50.987728
594,2026-09-19T03:00:42.353Z,2026-09-19T03:01:32.563Z,35628438314,35488836326,139601988,110.987722
595,2026-09-19T03:01:42.353Z,2026-09-19T03:02:33.279Z,35685513232,35607857434,77655798,44.633745
596,2026-09-19T03:02:42.354Z,2026-09-19T03:03:25.134Z,35742384471,35607857434,134527037,104.634767
597,2026-09-19T03:03:42.354Z,2026-09-19T03:04:25.140Z,35804561385,35726574675,77986710,45.932454
598,2026-09-19T03:04:42.354Z,2026-09-19T03:05:26.003Z,35866642389,35726574675,140067714,105.932631
599,2026-09-19T03:05:42.353Z,2026-09-19T03:06:32.480Z,35922913311,35856182767,66730544,41.884737
600,2026-09-19T03:06:42.353Z,2026-09-19T03:07:27.146Z,35990919489,35856182767,134736722,101.88475
601,2026-09-19T03:07:42.353Z,2026-09-19T03:08:25.644Z,36047775319,35975384693,72390626,41.188721
602,2026-09-19T03:08:42.353Z,2026-09-19T03:09:29.035Z,36104657877,35975384693,129273184,101.188735
603,2026-09-19T03:09:42.353Z,2026-09-19T03:10:29.009Z,36161582889,36094365709,67217180,39.760972
604,2026-09-19T03:10:42.353Z,2026-09-19T03:11:28.434Z,36220247618,36094365709,125881909,99.760759
605,2026-09-19T03:11:42.353Z,2026-09-19T03:12:27.838Z,36293586516,36213395082,80191434,39.589741
606,2026-09-19T03:12:42.354Z,2026-09-19T03:13:29.164Z,36350958072,36213395082,137562990,99.590002
607,2026-09-19T03:13:42.353Z,2026-09-19T03:14:30.020Z,36410145354,36337553000,72592354,38.357729
608,2026-09-19T03:14:42.353Z,2026-09-19T03:15:30.385Z,36466976184,36337553000,129423184,98.357735
609,2026-09-19T03:15:42.353Z,2026-09-19T03:16:30.496Z,36523887832,36456697380,67190452,40.618742
610,2026-09-19T03:16:42.353Z,2026-09-19T03:17:30.204Z,36596561004,36456697380,139863624,100.618734
611,2026-09-19T03:17:42.353Z,2026-09-19T03:18:30.619Z,36636914584,36580993662,55920922,38.978761
612,2026-09-19T03:18:42.353Z,2026-09-19T03:19:32.017Z,36708048758,36580993662,127055096,98.978728
613,2026-09-19T03:19:42.353Z,2026-09-19T03:20:26.388Z,36762188228,36699907224,62281004,33.290666
614,2026-09-19T03:20:42.353Z,2026-09-19T03:21:24.227Z,36819044058,36699907224,119136834,93.290743
615,2026-09-19T03:21:42.353Z,2026-09-19T03:22:25.156Z,36889312506,36824272688,65039818,32.841674
616,2026-09-19T03:22:42.353Z,2026-09-19T03:23:26.079Z,36943259522,36824272688,118986834,92.841746
617,2026-09-19T03:23:42.353Z,2026-09-19T03:24:26.074Z,37000263989,36937734348,62529641,39.140711
618,2026-09-19T03:24:42.353Z,2026-09-19T03:25:27.726Z,37067935259,37005335073,62600186,35.171718
619,2026-09-19T03:25:42.353Z,2026-09-19T03:26:27.751Z,37125862633,37005335073,120527560,95.171751
620,2026-09-19T03:26:42.354Z,2026-09-19T03:27:27.014Z,37183447553,37124454453,58993100,30.947836
621,2026-09-19T03:27:42.353Z,2026-09-19T03:28:29.083Z,37238321931,37191781541,46540390,23.972663
622,2026-09-19T03:28:42.353Z,2026-09-19T03:29:27.913Z,37310956739,37191781541,119175198,83.972736
623,2026-09-19T03:29:42.353Z,2026-09-19T03:30:29.895Z,37368485841,37316002823,52483018,20.172736
624,2026-09-19T03:30:42.353Z,2026-09-19T03:31:28.892Z,37424718399,37316002823,108715576,80.172709
625,2026-09-19T03:31:42.353Z,2026-09-19T03:32:30.164Z,37481581775,37440243287,41338488,18.12974
626,2026-09-19T03:32:42.353Z,2026-09-19T03:33:30.987Z,37538687605,37440243287,98444318,78.129782
627,2026-09-19T03:33:42.353Z,2026-09-19T03:34:30.966Z,37611072413,37559260939,51811474,15.301656
628,2026-09-19T03:34:42.354Z,2026-09-19T03:35:30.921Z,37667956450,37559260939,108695511,75.302516
629,2026-09-19T03:35:42.353Z,2026-09-19T03:36:30.525Z,37725012280,37688725694,36286586,7.001718
630,2026-09-19T03:36:42.353Z,2026-09-19T03:37:24.236Z,37781848928,37756039418,25809510,4.952745
631,2026-09-19T03:37:42.353Z,2026-09-19T03:38:27.442Z,37838904758,37756039418,82865340,64.952745
632,2026-09-19T03:38:42.353Z,2026-09-19T03:39:26.512Z,37906014392,37874979708,31034684,3.621721
633,2026-09-19T03:39:42.353Z,2026-09-19T03:40:27.848Z,37957849138,37874979708,82869430,63.621745
634,2026-09-19T03:40:42.353Z,2026-09-19T03:41:26.222Z,38027201860,37874979708,152222152,123.621683
635,2026-09-19T03:41:42.353Z,2026-09-19T03:42:28.373Z,38082407056,37994135724,88271332,59.797745
636,2026-09-19T03:42:42.354Z,2026-09-19T03:43:28.206Z,38138982068,37994135724,144846344,119.798732
637,2026-09-19T03:43:42.353Z,2026-09-19T03:44:29.108Z,38206976610,38123433908,83542702,54.242736
638,2026-09-19T03:44:42.353Z,2026-09-19T03:45:29.960Z,38263328350,38123433908,139894442,114.242719
639,2026-09-19T03:45:42.353Z,2026-09-19T03:46:27.993Z,38320217965,38242603288,77614677,53.446743
640,2026-09-19T03:46:42.353Z,2026-09-19T03:47:30.756Z,38387596781,38242603288,144993493,113.446722
641,2026-09-19T03:47:42.353Z,2026-09-19T03:48:30.396Z,38444421793,38361575635,82846158,49.606727
642,2026-09-19T03:48:42.353Z,2026-09-19T03:49:31.722Z,38501443032,38361575635,139867397,109.60675
643,2026-09-19T03:49:42.353Z,2026-09-19T03:50:30.400Z,38563596991,38480700833,82896158,53.268742
644,2026-09-19T03:50:42.353Z,2026-09-19T03:51:31.082Z,38620433639,38480700833,139732806,113.268756
645,2026-09-19T03:51:42.353Z,2026-09-19T03:52:31.506Z,38677370287,38604885479,72484808,52.511721
646,2026-09-19T03:52:42.353Z,2026-09-19T03:53:25.678Z,38739478019,38604885479,134592540,112.511744
647,2026-09-19T03:53:42.353Z,2026-09-19T03:54:24.567Z,38796545485,38729185851,67359634,48.791675
648,2026-09-19T03:54:42.353Z,2026-09-19T03:55:26.330Z,38868614567,38729185851,139428716,108.791746
649,2026-09-19T03:55:42.353Z,2026-09-19T03:56:27.327Z,38918698679,38853432133,65266546,43.916651
650,2026-09-19T03:56:42.353Z,2026-09-19T03:57:25.580Z,38984348094,38853432133,130915961,103.916734
651,2026-09-19T03:57:42.353Z,2026-09-19T03:58:26.905Z,39049060550,38976256560,72803990,39.264715
652,2026-09-19T03:58:42.353Z,2026-09-19T03:59:27.723Z,39097667300,38976256560,121410740,99.264736
653,2026-09-19T03:59:42.354Z,2026-09-19T04:00:28.121Z,39162379756,39089594948,72784808,41.281225
654,2026-09-19T04:00:42.353Z,2026-09-19T04:01:28.021Z,39212040596,39089594948,122445648,101.280726
655,2026-09-19T04:01:42.353Z,2026-09-19T04:02:28.692Z,39283336406,39227153848,56182558,26.903779
656,2026-09-19T04:02:42.353Z,2026-09-19T04:03:29.767Z,39348358770,39227153848,121204922,86.90373
657,2026-09-19T04:03:42.353Z,2026-09-19T04:04:29.003Z,39397465520,39340273054,57192466,29.078857
658,2026-09-19T04:04:42.353Z,2026-09-19T04:05:30.734Z,39453646033,39340273054,113372979,89.078759
659,2026-09-19T04:05:42.353Z,2026-09-19T04:06:29.366Z,39518335534,39461722158,56613376,26.855737
660,2026-09-19T04:06:42.353Z,2026-09-19T04:07:30.766Z,39585612622,39526396250,59216372,25.430763
661,2026-09-19T04:07:42.353Z,2026-09-19T04:08:31.394Z,39631654345,39526396250,105258095,85.430733
662,2026-09-19T04:08:42.353Z,2026-09-19T04:09:32.657Z,39698833161,39647783323,51049838,21.419737
663,2026-09-19T04:09:42.353Z,2026-09-19T04:10:27.786Z,39766192795,39647783323,118409472,81.419725
664,2026-09-19T04:10:42.353Z,2026-09-19T04:11:26.702Z,39822998625,39776458235,46540390,17.884738
665,2026-09-19T04:11:42.353Z,2026-09-19T04:12:26.767Z,39890400713,39776458235,113942478,77.884738
666,2026-09-19T04:12:42.353Z,2026-09-19T04:13:29.832Z,39947243179,39895421797,51821382,15.16971
667,2026-09-19T04:13:42.353Z,2026-09-19T04:14:29.026Z,39999739561,39895421797,104317764,75.169737
668,2026-09-19T04:14:42.353Z,2026-09-19T04:15:27.831Z,40070760371,40014577813,56182558,16.958708
669,2026-09-19T04:15:42.353Z,2026-09-19T04:16:30.664Z,40127797019,40014577813,113219206,76.958735
670,2026-09-19T04:16:42.353Z,2026-09-19T04:17:30.881Z,40183159761,40138785731,44374030,18.301737
671,2026-09-19T04:17:42.353Z,2026-09-19T04:18:28.755Z,40252685755,40205933729,46752026,12.287729
672,2026-09-19T04:18:42.353Z,2026-09-19T04:19:28.312Z,40307375254,40205933729,101441525,72.287737
673,2026-09-19T04:19:42.353Z,2026-09-19T04:20:29.794Z,40361403088,40325066502,36336586,6.794735
674,2026-09-19T04:20:42.353Z,2026-09-19T04:21:28.925Z,40416708284,40325066502,91641782,66.794753
675,2026-09-19T04:21:42.353Z,2026-09-19T04:22:29.838Z,40488146548,40449387784,38758764,6.642749
676,2026-09-19T04:22:42.353Z,2026-09-19T04:23:30.741Z,40542530200,40449387784,93142416,66.64272
677,2026-09-19T04:23:42.353Z,2026-09-19T04:24:31.300Z,40599584302,40573562839,26021463,2.543707
678,2026-09-19T04:24:42.353Z,2026-09-19T04:25:33.316Z,40666757300,40573562839,93194461,62.543733
679,2026-09-19T04:25:42.353Z,2026-09-19T04:26:31.499Z,40719942573,40573562839,146379734,122.543768
680,2026-09-19T04:26:42.353Z,2026-09-19T04:27:26.083Z,40780736307,40697797695,82938612,56.41274
681,2026-09-19T04:27:42.353Z,2026-09-19T04:28:25.547Z,40842811493,40697797695,145013798,116.412726
682,2026-09-19T04:28:42.353Z,2026-09-19T04:29:25.778Z,40900602231,40817040347,83561884,56.264746
683,2026-09-19T04:29:42.353Z,2026-09-19T04:30:26.635Z,40961763419,40817040347,144723072,116.26478
684,2026-09-19T04:30:42.353Z,2026-09-19T04:31:27.438Z,41018780885,40935986455,82794430,56.18473
685,2026-09-19T04:31:42.353Z,2026-09-19T04:32:27.529Z,41080284527,40935986455,144298072,116.184722
686,2026-09-19T04:32:42.353Z,2026-09-19T04:33:27.702Z,41137863629,41060138555,77725074,55.652726
687,2026-09-19T04:33:42.353Z,2026-09-19T04:34:30.094Z,41197297455,41060138555,137158900,115.652732
688,2026-09-19T04:34:42.353Z,2026-09-19T04:35:28.744Z,41256831281,41184415655,72415626,51.661757
689,2026-09-19T04:35:42.353Z,2026-09-19T04:36:28.675Z,41326614821,41184415655,142199166,111.661735
690,2026-09-19T04:36:42.353Z,2026-09-19T04:37:29.929Z,41376668115,41308592755,68075360,48.166726
691,2026-09-19T04:37:42.353Z,2026-09-19T04:38:30.053Z,41453580944,41370731305,82849639,46.458735
692,2026-09-19T04:38:42.353Z,2026-09-19T04:39:31.643Z,41498064882,41370731305,127333577,106.458738
693,2026-09-19T04:39:42.353Z,2026-09-19T04:40:30.554Z,41557150436,41489625076,67525360,42.196705
694,2026-09-19T04:40:42.353Z,2026-09-19T04:41:32.276Z,41619240714,41489625076,129615638,102.196742
695,2026-09-19T04:41:42.353Z,2026-09-19T04:42:31.885Z,41681404264,41614013812,67390452,37.329724
696,2026-09-19T04:42:42.353Z,2026-09-19T04:43:24.718Z,41741842180,41614013812,127828368,97.329738
697,2026-09-19T04:43:42.353Z,2026-09-19T04:44:26.195Z,41801326006,41733015738,68310268,39.480704
698,2026-09-19T04:44:42.353Z,2026-09-19T04:45:27.903Z,41865396008,41733015738,132380270,99.480756
699,2026-09-19T04:45:42.353Z,2026-09-19T04:46:26.695Z,41924550744,41857396928,67153816,39.322736
700,2026-09-19T04:46:42.353Z,2026-09-19T04:47:24.896Z,41986614294,41857396928,129217366,99.322743
701,2026-09-19T04:47:42.353Z,2026-09-19T04:48:27.158Z,42044393396,41981612392,62781004,34.092726
702,2026-09-19T04:48:42.353Z,2026-09-19T04:49:27.597Z,42104897813,41981612392,123285421,94.092736
703,2026-09-19T04:49:42.353Z,2026-09-19T04:50:28.272Z,42162750187,42100586637,62163550,34.439778
704,2026-09-19T04:50:42.353Z,2026-09-19T04:51:30.304Z,42223853829,42100586637,123267192,94.439724
705,2026-09-19T04:51:42.353Z,2026-09-19T04:52:30.259Z,42281694567,42219575199,62119368,33.821733
706,2026-09-19T04:52:42.353Z,2026-09-19T04:53:29.102Z,42341216757,42219575199,121641558,93.821679
707,2026-09-19T04:53:42.353Z,2026-09-19T04:54:29.872Z,42401997127,42338575397,63421730,35.239732
708,2026-09-19T04:54:42.353Z,2026-09-19T04:55:30.669Z,42462815861,42338575397,124240464,95.239707
709,2026-09-19T04:55:42.353Z,2026-09-19T04:56:30.185Z,42519640873,42462815861,56825012,32.90276
710,2026-09-19T04:56:42.353Z,2026-09-19T04:57:31.645Z,42579978789,42462815861,117162928,92.902754
711,2026-09-19T04:57:42.353Z,2026-09-19T04:58:30.696Z,42649250693,42581891059,67359634,28.021789
712,2026-09-19T04:58:42.353Z,2026-09-19T04:59:31.583Z,42708378701,42581891059,126487642,88.021743
713,2026-09-19T04:59:42.353Z,2026-09-19T05:00:26.747Z,42768206709,42706073977,62132732,27.10673
714,2026-09-19T05:00:42.353Z,2026-09-19T05:01:25.896Z,42828711061,42706073977,122637084,87.106736
715,2026-09-19T05:01:42.353Z,2026-09-19T05:02:29.148Z,42890781902,42830311695,60470207,20.598743
716,2026-09-19T05:02:42.353Z,2026-09-19T05:03:27.256Z,42950737815,42830311695,120426120,80.598995
717,2026-09-19T05:03:42.353Z,2026-09-19T05:04:28.336Z,43011567088,42949429635,62137453,20.522724
718,2026-09-19T05:04:42.353Z,2026-09-19T05:05:27.777Z,43070434373,42949429635,121004738,80.52274
719,2026-09-19T05:05:42.353Z,2026-09-19T05:06:27.201Z,43130239982,43068402921,61837061,22.003769
720,2026-09-19T05:06:42.353Z,2026-09-19T05:07:28.910Z,43187924894,43068402921,119521973,82.003745
721,2026-09-19T05:07:42.353Z,2026-09-19T05:08:27.328Z,43246962176,43192665160,54297016,23.498745
722,2026-09-19T05:08:42.353Z,2026-09-19T05:09:29.885Z,43305972730,43192665160,113307570,83.498765
723,2026-09-19T05:09:42.353Z,2026-09-19T05:10:30.578Z,43360969275,43311840358,49128917,22.965754
724,2026-09-19T05:10:42.353Z,2026-09-19T05:11:30.478Z,43420721258,43311840358,108880900,82.965743
725,2026-09-19T05:11:42.353Z,2026-09-19T05:12:31.155Z,43479792215,43435915328,43876887,18.380745
726,2026-09-19T05:12:42.353Z,2026-09-19T05:13:30.669Z,43538877769,43435915328,102962441,78.380734
727,2026-09-19T05:13:42.353Z,2026-09-19T05:14:30.815Z,43612012577,43555006747,57005830,20.480722
728,2026-09-19T05:14:42.353Z,2026-09-19T05:15:32.465Z,43668906771,43622297199,46609572,15.796749
729,2026-09-19T05:15:42.353Z,2026-09-19T05:16:32.746Z,43723281149,43622297199,100983950,75.796851
730,2026-09-19T05:16:42.353Z,2026-09-19T05:17:29.845Z,43791718145,43741372397,50345748,11.791734
731,2026-09-19T05:17:42.353Z,2026-09-19T05:18:26.811Z,43850020519,43741372397,108648122,71.791714
732,2026-09-19T05:18:42.353Z,2026-09-19T05:19:26.582Z,43907511257,43865562861,41948396,8.93074
733,2026-09-19T05:19:42.353Z,2026-09-19T05:20:26.368Z,43968945717,43865562861,103382856,68.930757
